"application_id","service_type","service_category","age","gender","caste","district","annual_income","average_income_last_3_years","missing_documents_count","missing_fields_count","field_mismatch_count","document_quality_score","age_eligible","income_eligible","district_valid","risk_probability","risk_score","risk_level","main_contributing_factors","rejected","uploaded_documents","application_fields"
"APP-000113","obc_certificate","caste_certificate","79","female","OBC","jagdalpur","732139","666126","2","2","0","0.575","1","1","1","0.6887","69","high","missing_documents, document_quality, missing_fields","0","[""gram_sabha_proposal"",""obc_certificate_of_father""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":732139,""average_income_last_3_years"":666126,""date_of_birth"":""1946-04-18"",""category"":""OBC""}"
"APP-000114","obc_certificate","caste_certificate","81","female","SC","raipur","245361","277499","1","0","0","0.794","1","0","1","0.5321","53","medium","income_eligible, missing_documents, document_quality","0","[""affidavit"",""census_register"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":245361,""average_income_last_3_years"":277499,""date_of_birth"":""1944-10-13"",""category"":""OBC""}"
"APP-000119","obc_certificate","caste_certificate","32","female","SC","rajnandgaon","763341","695877","0","1","1","0.745","1","0","1","0.5092","51","medium","income_eligible, document_quality, field_mismatch","1","[""affidavit"",""gram_sabha_proposal"",""patwari_certificate"",""school_transfer_certificate""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":763341,""average_income_last_3_years"":695877,""date_of_birth"":""1994-02-14"",""category"":""OBC""}"
"APP-000121","obc_certificate","caste_certificate","66","male","OBC","durg","134148","141501","0","1","0","0.977","1","1","1","0.128","13","low","missing_fields, document_quality","0","[""affidavit"",""gram_sabha_proposal"",""obc_certificate_of_father"",""sarpanch_certificate""]","{""gender"":""male"",""district"":""durg"",""annual_income"":134148,""average_income_last_3_years"":141501,""date_of_birth"":""1959-12-14"",""category"":""OBC""}"
"APP-000122","obc_certificate","caste_certificate","62","male","SC","ambikapur","212656","198343","1","1","0","0.879","1","0","1","0.5623","56","medium","income_eligible, missing_documents, missing_fields","1","[""census_register"",""sarpanch_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":212656,""average_income_last_3_years"":198343,""date_of_birth"":""1963-05-05"",""category"":""OBC""}"
"APP-000125","obc_certificate","caste_certificate","48","male","GENERAL","raipur","286290","269175","0","0","0","0.727","1","0","1","0.3755","38","medium","income_eligible, document_quality","0","[""affidavit"",""educational_certificate"",""form16"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":286290,""average_income_last_3_years"":269175,""date_of_birth"":""1977-05-31"",""category"":""OBC""}"
"APP-000129","obc_certificate","caste_certificate","49","female","OBC","rajnandgaon","573555","582268","0","1","1","0.868","1","1","0","0.4062","41","medium","district_valid, field_mismatch, missing_fields","1","[""affidavit"",""census_register"",""employer_income_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":573555,""average_income_last_3_years"":582268,""date_of_birth"":""1976-04-20"",""category"":""OBC""}"
"APP-000131","obc_certificate","caste_certificate","20","female","SC","raipur","56933","57483","0","0","0","0.861","1","0","1","0.3286","33","low","income_eligible, document_quality","0","[""affidavit"",""educational_certificate"",""form16"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":56933,""average_income_last_3_years"":57483,""date_of_birth"":""2005-06-16"",""category"":""OBC""}"
"APP-000135","obc_certificate","caste_certificate","60","male","SC","korba","452491","487189","1","1","0","0.592","1","0","1","0.6628","66","high","income_eligible, missing_documents, document_quality","1","[""affidavit"",""form16"",""vanshavali""]","{""gender"":""male"",""district"":""korba"",""annual_income"":452491,""average_income_last_3_years"":487189,""date_of_birth"":""1966-02-15"",""category"":""OBC""}"
"APP-000136","obc_certificate","caste_certificate","73","female","SC","jagdalpur","244760","257954","0","3","0","0.857","1","0","1","0.5101","51","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""sarpanch_certificate"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":244760,""average_income_last_3_years"":257954,""date_of_birth"":""1952-11-08"",""category"":""OBC""}"
"APP-000153","obc_certificate","caste_certificate","39","male","ST","raipur","696081","620744","1","3","0","0.701","1","0","1","0.7447","74","high","income_eligible, missing_documents, missing_fields","0","[""affidavit"",""employer_income_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":696081,""average_income_last_3_years"":620744,""date_of_birth"":""1986-05-27"",""category"":""OBC""}"
"APP-000160","obc_certificate","caste_certificate","35","male","SC","raipur","722741","829621","1","0","1","0.83","1","0","1","0.5995","60","medium","income_eligible, missing_documents, field_mismatch","1","[""affidavit"",""gram_sabha_proposal"",""sarpanch_certificate""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":722741,""average_income_last_3_years"":829621,""date_of_birth"":""1990-05-06"",""category"":""OBC""}"
"APP-000163","obc_certificate","caste_certificate","71","male","GENERAL","durg","433162","439185","1","1","1","0.803","1","0","1","0.6689","67","high","income_eligible, missing_documents, field_mismatch","1","[""affidavit"",""gram_sabha_proposal"",""patwari_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""durg"",""annual_income"":433162,""average_income_last_3_years"":439185,""date_of_birth"":""1955-03-06"",""category"":""OBC""}"
"APP-000165","obc_certificate","caste_certificate","48","female","SC","rajnandgaon","110718","102230","0","3","0","0.812","1","0","1","0.5258","53","medium","income_eligible, missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""gram_sabha_proposal"",""sarpanch_certificate""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":110718,""average_income_last_3_years"":102230,""date_of_birth"":""1977-05-05"",""category"":""OBC""}"
"APP-000168","obc_certificate","caste_certificate","58","female","SC","raipur","334434","367141","0","0","0","0.646","1","0","1","0.4039","40","medium","income_eligible, document_quality","1","[""affidavit"",""form16"",""jamabandi""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":334434,""average_income_last_3_years"":367141,""date_of_birth"":""1967-12-14"",""category"":""OBC""}"
"APP-000173","obc_certificate","caste_certificate","51","female","EWS","raipur","175738","154144","1","0","1","0.909","1","1","1","0.3518","35","medium","missing_documents, field_mismatch, document_quality","0","[""affidavit"",""gram_sabha_proposal"",""sarpanch_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":175738,""average_income_last_3_years"":154144,""date_of_birth"":""1974-11-24"",""category"":""OBC""}"
"APP-000174","obc_certificate","caste_certificate","49","male","SC","raipur","149326","147625","1","1","0","0.907","1","0","1","0.5525","55","medium","income_eligible, missing_documents, missing_fields","0","[""form16"",""gram_sabha_proposal"",""obc_certificate_of_father""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":149326,""average_income_last_3_years"":147625,""date_of_birth"":""1977-02-11"",""category"":""OBC""}"
"APP-000175","obc_certificate","caste_certificate","34","female","SC","raipur","146446","164242","1","0","0","0.572","1","0","1","0.6098","61","medium","income_eligible, missing_documents, document_quality","0","[""form16"",""gram_sabha_proposal"",""jamabandi""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":146446,""average_income_last_3_years"":164242,""date_of_birth"":""1991-07-22"",""category"":""OBC""}"
"APP-000179","obc_certificate","caste_certificate","63","female","OBC","raipur","232150","209592","2","1","0","0.851","1","1","0","0.6922","69","high","missing_documents, district_valid, missing_fields","1","[""sarpanch_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":232150,""average_income_last_3_years"":209592,""date_of_birth"":""1962-03-19"",""category"":""OBC""}"
"APP-000185","obc_certificate","caste_certificate","30","male","ST","rajnandgaon","552780","600661","1","0","1","0.894","1","0","1","0.5771","58","medium","income_eligible, missing_documents, field_mismatch","0","[""affidavit"",""employer_income_certificate"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":552780,""average_income_last_3_years"":600661,""date_of_birth"":""1996-02-06"",""category"":""OBC""}"
"APP-000189","obc_certificate","caste_certificate","65","female","GENERAL","rajnandgaon","245646","241649","0","1","0","0.647","1","0","1","0.4635","46","medium","income_eligible, document_quality, missing_fields","1","[""affidavit"",""gram_sabha_proposal"",""patwari_certificate"",""school_transfer_certificate""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":245646,""average_income_last_3_years"":241649,""date_of_birth"":""1960-10-31"",""category"":""OBC""}"
"APP-000214","obc_certificate","caste_certificate","79","male","SC","bilaspur","888754","867887","2","0","0","0.862","1","0","1","0.6883","69","high","missing_documents, income_eligible, document_quality","1","[""census_register"",""vanshavali""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":888754,""average_income_last_3_years"":867887,""date_of_birth"":""1946-03-23"",""category"":""OBC""}"
"APP-000217","obc_certificate","caste_certificate","81","female","OBC","raigarh","223438","194940","0","1","0","0.967","1","1","1","0.1316","13","low","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""form16"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":223438,""average_income_last_3_years"":194940,""date_of_birth"":""1944-09-26"",""category"":""OBC""}"
"APP-000218","obc_certificate","caste_certificate","20","male","EWS","raipur","157629","153062","1","0","0","0.89","1","1","1","0.2785","28","low","missing_documents, document_quality","0","[""gram_sabha_proposal"",""jamabandi"",""sarpanch_certificate""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":157629,""average_income_last_3_years"":153062,""date_of_birth"":""2006-01-27"",""category"":""OBC""}"
"APP-000220","obc_certificate","caste_certificate","35","female","SC","jagdalpur","801678","860002","1","0","2","0.634","1","0","1","0.7481","75","high","income_eligible, missing_documents, field_mismatch","1","[""affidavit"",""educational_certificate"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":801678,""average_income_last_3_years"":860002,""date_of_birth"":""1990-05-06"",""category"":""OBC""}"
"APP-000221","obc_certificate","caste_certificate","76","male","GENERAL","raipur","740441","760281","1","1","0","0.867","1","0","1","0.5665","57","medium","income_eligible, missing_documents, missing_fields","1","[""affidavit"",""form16""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":740441,""average_income_last_3_years"":760281,""date_of_birth"":""1949-06-16"",""category"":""OBC""}"
"APP-000233","obc_certificate","caste_certificate","69","female","SC","raipur","504059","476296","0","0","1","0.86","1","0","1","0.409","41","medium","income_eligible, field_mismatch, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""obc_certificate_of_father"",""patwari_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":504059,""average_income_last_3_years"":476296,""date_of_birth"":""1956-04-20"",""category"":""OBC""}"
"APP-000234","obc_certificate","caste_certificate","66","male","GENERAL","bilaspur","464306","509175","3","0","1","0.645","1","0","1","0.9443","94","high","missing_documents, income_eligible, document_quality","1","[""vanshavali""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":464306,""average_income_last_3_years"":509175,""date_of_birth"":""1959-06-15"",""category"":""OBC""}"
"APP-000252","obc_certificate","caste_certificate","73","male","OBC","durg","142422","123796","2","1","2","0.566","1","1","1","0.7919","79","high","missing_documents, field_mismatch, document_quality","1","[""affidavit"",""vanshavali""]","{""gender"":""male"",""district"":""durg"",""annual_income"":142422,""average_income_last_3_years"":123796,""date_of_birth"":""1952-05-07"",""category"":""OBC""}"
"APP-000253","obc_certificate","caste_certificate","19","female","ST","raipur","261505","289007","0","0","0","0.77","1","0","1","0.3605","36","medium","income_eligible, document_quality","0","[""affidavit"",""gram_sabha_proposal"",""obc_certificate_of_father"",""patwari_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":261505,""average_income_last_3_years"":289007,""date_of_birth"":""2006-05-12"",""category"":""OBC""}"
"APP-000262","obc_certificate","caste_certificate","43","male","GENERAL","raipur","202928","221193","1","0","0","0.731","1","0","1","0.5541","55","medium","income_eligible, missing_documents, document_quality","1","[""affidavit"",""census_register""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":202928,""average_income_last_3_years"":221193,""date_of_birth"":""1982-12-14"",""category"":""OBC""}"
"APP-000266","obc_certificate","caste_certificate","70","male","ST","raigarh","225445","204065","2","2","0","0.658","1","0","0","0.98","98","high","missing_documents, income_eligible, district_valid","1","[""gram_sabha_proposal"",""jamabandi"",""vanshavali""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":225445,""average_income_last_3_years"":204065,""date_of_birth"":""1955-04-11"",""category"":""OBC""}"
"APP-000270","obc_certificate","caste_certificate","56","female","EWS","raigarh","59576","64327","1","0","0","0.786","1","1","1","0.3149","31","low","missing_documents, document_quality","0","[""affidavit"",""educational_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":59576,""average_income_last_3_years"":64327,""date_of_birth"":""1970-03-11"",""category"":""OBC""}"
"APP-000277","obc_certificate","caste_certificate","47","female","GENERAL","raigarh","382125","437343","0","0","0","0.846","1","0","1","0.3339","33","low","income_eligible, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""jamabandi"",""patwari_certificate""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":382125,""average_income_last_3_years"":437343,""date_of_birth"":""1979-03-04"",""category"":""OBC""}"
"APP-000278","obc_certificate","caste_certificate","53","male","SC","bilaspur","677761","762035","1","2","0","0.677","1","0","1","0.693","69","high","income_eligible, missing_documents, missing_fields","1","[""affidavit"",""patwari_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":677761,""average_income_last_3_years"":762035,""date_of_birth"":""1972-07-27"",""category"":""OBC""}"
"APP-000287","obc_certificate","caste_certificate","28","female","OBC","ambikapur","868017","752377","0","0","0","0.95","1","0","1","0.2975","30","low","income_eligible, document_quality","0","[""affidavit"",""gram_sabha_proposal"",""jamabandi"",""patwari_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":868017,""average_income_last_3_years"":752377,""date_of_birth"":""1997-08-13"",""category"":""OBC""}"
"APP-000293","obc_certificate","caste_certificate","19","female","OBC","durg","119832","115828","1","1","0","0.676","1","1","1","0.4134","41","medium","missing_documents, document_quality, missing_fields","0","[""form16"",""gram_sabha_proposal"",""obc_certificate_of_father""]","{""gender"":""female"",""district"":""durg"",""annual_income"":119832,""average_income_last_3_years"":115828,""date_of_birth"":""2007-03-05"",""category"":""OBC""}"
"APP-000296","obc_certificate","caste_certificate","57","male","ST","bilaspur","684775","649704","2","2","1","0.783","1","0","1","0.916","92","high","missing_documents, income_eligible, missing_fields","1","[""census_register"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":684775,""average_income_last_3_years"":649704,""date_of_birth"":""1968-05-21"",""category"":""OBC""}"
"APP-000299","obc_certificate","caste_certificate","80","male","ST","raipur","546864","487394","0","2","2","0.879","1","0","1","0.6023","60","medium","income_eligible, field_mismatch, missing_fields","1","[""affidavit"",""educational_certificate"",""form16"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":546864,""average_income_last_3_years"":487394,""date_of_birth"":""1945-08-17"",""category"":""OBC""}"
"APP-000302","obc_certificate","caste_certificate","55","male","GENERAL","rajnandgaon","692917","780023","0","1","1","0.861","1","0","1","0.4687","47","medium","income_eligible, field_mismatch, missing_fields","1","[""affidavit"",""gram_sabha_proposal"",""sarpanch_certificate"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":692917,""average_income_last_3_years"":780023,""date_of_birth"":""1971-01-27"",""category"":""OBC""}"
"APP-000307","obc_certificate","caste_certificate","40","male","GENERAL","korba","219172","230487","1","0","0","0.59","1","0","1","0.6035","60","medium","income_eligible, missing_documents, document_quality","0","[""affidavit"",""form16""]","{""gender"":""male"",""district"":""korba"",""annual_income"":219172,""average_income_last_3_years"":230487,""date_of_birth"":""1986-02-24"",""category"":""OBC""}"
"APP-000314","obc_certificate","caste_certificate","56","male","SC","korba","276639","278722","1","0","1","0.884","1","0","1","0.5806","58","medium","income_eligible, missing_documents, field_mismatch","1","[""census_register"",""gram_sabha_proposal"",""patwari_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""korba"",""annual_income"":276639,""average_income_last_3_years"":278722,""date_of_birth"":""1970-02-23"",""category"":""OBC""}"
"APP-000318","obc_certificate","caste_certificate","24","male","GENERAL","ambikapur","161072","155447","1","1","1","0.853","1","0","1","0.6515","65","high","income_eligible, missing_documents, field_mismatch","0","[""form16"",""gram_sabha_proposal"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":161072,""average_income_last_3_years"":155447,""date_of_birth"":""2001-12-13"",""category"":""OBC""}"
"APP-000319","obc_certificate","caste_certificate","34","female","SC","rajnandgaon","147429","161265","1","0","0","0.844","1","0","1","0.5146","51","medium","income_eligible, missing_documents, document_quality","0","[""affidavit"",""sarpanch_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":147429,""average_income_last_3_years"":161265,""date_of_birth"":""1991-10-08"",""category"":""OBC""}"
"APP-000323","obc_certificate","caste_certificate","59","male","SC","raigarh","568306","593025","1","1","0","0.932","1","0","1","0.5438","54","medium","income_eligible, missing_documents, missing_fields","0","[""educational_certificate"",""gram_sabha_proposal"",""patwari_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":568306,""average_income_last_3_years"":593025,""date_of_birth"":""1967-01-02"",""category"":""OBC""}"
"APP-000326","obc_certificate","caste_certificate","37","male","ST","raipur","352483","405086","1","0","0","0.829","1","0","1","0.5198","52","medium","income_eligible, missing_documents, document_quality","0","[""affidavit"",""educational_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":352483,""average_income_last_3_years"":405086,""date_of_birth"":""1989-02-06"",""category"":""OBC""}"
"APP-000327","obc_certificate","caste_certificate","41","female","GENERAL","korba","526467","527953","1","1","0","0.63","1","0","0","0.8095","81","high","income_eligible, missing_documents, district_valid","1","[""affidavit"",""sarpanch_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""korba"",""annual_income"":526467,""average_income_last_3_years"":527953,""date_of_birth"":""1984-11-19"",""category"":""OBC""}"
"APP-000333","obc_certificate","caste_certificate","56","male","GENERAL","ambikapur","549401","589971","1","3","1","0.663","1","0","0","0.98","98","high","income_eligible, missing_documents, missing_fields","1","[""affidavit"",""employer_income_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":549401,""average_income_last_3_years"":589971,""date_of_birth"":""1969-07-15"",""category"":""OBC""}"
"APP-000337","obc_certificate","caste_certificate","59","male","OBC","raipur","319836","287401","1","1","0","0.717","1","1","1","0.399","40","medium","missing_documents, document_quality, missing_fields","1","[""employer_income_certificate"",""obc_certificate_of_father"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":319836,""average_income_last_3_years"":287401,""date_of_birth"":""1966-08-31"",""category"":""OBC""}"
