"application_id","service_type","service_category","age","gender","caste","district","annual_income","average_income_last_3_years","missing_documents_count","missing_fields_count","field_mismatch_count","document_quality_score","age_eligible","income_eligible","district_valid","risk_probability","risk_score","risk_level","main_contributing_factors","rejected","uploaded_documents","application_fields"
"APP-000060","birth_certificate_correction","civil_registration","22","female","GENERAL","durg","716269","785859","0","0","0","0.957","1","1","1","0.0751","8","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":716269,""average_income_last_3_years"":785859,""date_of_birth"":""2004-01-03"",""application_number"":""BC-147549""}"
"APP-000065","birth_certificate_correction","civil_registration","36","male","SC","rajnandgaon","366282","361671","1","1","0","0.845","1","1","1","0.3543","35","medium","missing_documents, missing_fields, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":366282,""average_income_last_3_years"":361671,""date_of_birth"":""1989-08-21"",""application_number"":""BC-546980""}"
"APP-000072","birth_certificate_correction","civil_registration","33","female","OBC","raigarh","559253","577217","0","0","0","0.698","1","1","1","0.1657","17","low","document_quality","1","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":559253,""average_income_last_3_years"":577217,""date_of_birth"":""1992-06-25"",""application_number"":""BC-219346""}"
"APP-000075","birth_certificate_correction","civil_registration","31","male","ST","ambikapur","142410","139706","0","0","0","0.775","1","1","1","0.1387","14","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":142410,""average_income_last_3_years"":139706,""date_of_birth"":""1994-05-17"",""application_number"":""BC-519902""}"
"APP-000080","birth_certificate_correction","civil_registration","40","male","EWS","ambikapur","400905","348696","1","1","0","0.861","1","1","1","0.3486","35","low","missing_documents, missing_fields, document_quality","0","[""existing_birth_certificate"",""school_record""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":400905,""average_income_last_3_years"":348696,""date_of_birth"":""1985-10-20"",""application_number"":""BC-364236""}"
"APP-000081","birth_certificate_correction","civil_registration","41","male","OBC","ambikapur","460997","409681","1","2","0","0.691","1","1","1","0.4682","47","medium","missing_documents, missing_fields, document_quality","0","[""existing_birth_certificate""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":460997,""average_income_last_3_years"":409681,""date_of_birth"":""1984-04-19"",""application_number"":""BC-930117""}"
"APP-000083","birth_certificate_correction","civil_registration","30","female","ST","bilaspur","853531","883754","1","0","1","0.848","1","1","1","0.3732","37","medium","missing_documents, field_mismatch, document_quality","0","[""existing_birth_certificate"",""school_record""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":853531,""average_income_last_3_years"":883754,""date_of_birth"":""1995-12-13"",""application_number"":""BC-971728""}"
"APP-000084","birth_certificate_correction","civil_registration","45","male","OBC","rajnandgaon","520735","479180","0","0","0","0.842","1","1","1","0.1153","12","low","document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":520735,""average_income_last_3_years"":479180,""date_of_birth"":""1980-12-05"",""application_number"":""BC-485709""}"
"APP-000087","birth_certificate_correction","civil_registration","24","female","EWS","raipur","845702","897848","1","0","0","0.66","1","1","1","0.359","36","medium","missing_documents, document_quality","1","[""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":845702,""average_income_last_3_years"":897848,""date_of_birth"":""2002-02-02"",""application_number"":""BC-119927""}"
"APP-000090","birth_certificate_correction","civil_registration","44","female","EWS","korba","398671","354826","1","0","1","0.907","1","1","1","0.3525","35","medium","missing_documents, field_mismatch, document_quality","1","[""existing_birth_certificate"",""hospital_record"",""school_record""]","{""gender"":""female"",""district"":""korba"",""annual_income"":398671,""average_income_last_3_years"":354826,""date_of_birth"":""1981-04-19"",""application_number"":""BC-283594""}"
"APP-000107","birth_certificate_correction","civil_registration","23","male","EWS","rajnandgaon","486774","498997","0","0","1","0.887","1","1","1","0.1795","18","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":486774,""average_income_last_3_years"":498997,""date_of_birth"":""2002-10-30"",""application_number"":""BC-787436""}"
"APP-000118","birth_certificate_correction","civil_registration","26","male","EWS","rajnandgaon","848867","784556","1","0","0","0.706","1","1","1","0.3429","34","low","missing_documents, document_quality","0","[""supporting_correction_proof""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":848867,""average_income_last_3_years"":784556,""date_of_birth"":""1999-06-18"",""application_number"":""BC-837952""}"
"APP-000127","birth_certificate_correction","civil_registration","23","female","ST","raigarh","833159","958025","1","0","0","0.787","1","1","1","0.3145","31","low","missing_documents, document_quality","1","[""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":833159,""average_income_last_3_years"":958025,""date_of_birth"":""2002-08-23"",""application_number"":""BC-350956""}"
"APP-000128","birth_certificate_correction","civil_registration","35","male","OBC","korba","848625","935116","0","1","0","0.792","1","1","1","0.1928","19","low","document_quality, missing_fields","0","[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""korba"",""annual_income"":848625,""average_income_last_3_years"":935116,""date_of_birth"":""1990-08-15"",""application_number"":""BC-147936""}"
"APP-000138","birth_certificate_correction","civil_registration","37","male","GENERAL","bilaspur","304533","311107","0","0","0","0.679","1","1","1","0.1723","17","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":304533,""average_income_last_3_years"":311107,""date_of_birth"":""1989-01-02"",""application_number"":""BC-381981""}"
"APP-000139","birth_certificate_correction","civil_registration","35","female","SC","bilaspur","672651","696194","0","0","1","0.958","1","1","1","0.1547","15","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":672651,""average_income_last_3_years"":696194,""date_of_birth"":""1990-10-10"",""application_number"":""BC-107096""}"
"APP-000145","birth_certificate_correction","civil_registration","24","female","ST","rajnandgaon","415249","391815","1","1","0","0.592","1","1","1","0.4428","44","medium","missing_documents, document_quality, missing_fields","1","[""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":415249,""average_income_last_3_years"":391815,""date_of_birth"":""2001-09-17"",""application_number"":""BC-599292""}"
"APP-000147","birth_certificate_correction","civil_registration","26","male","EWS","durg","265780","248106","0","3","0","0.707","1","1","1","0.3425","34","low","missing_fields, document_quality","0","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""durg"",""annual_income"":265780,""average_income_last_3_years"":248106,""date_of_birth"":""1999-06-14"",""application_number"":""BC-296041""}"
"APP-000151","birth_certificate_correction","civil_registration","44","male","EWS","durg","853124","851924","1","0","0","0.784","1","1","1","0.3156","32","low","missing_documents, document_quality","0","[""supporting_correction_proof""]","{""gender"":""male"",""district"":""durg"",""annual_income"":853124,""average_income_last_3_years"":851924,""date_of_birth"":""1981-10-28"",""application_number"":""BC-912764""}"
"APP-000152","birth_certificate_correction","civil_registration","44","male","GENERAL","jagdalpur","309555","290768","1","1","1","0.587","1","1","1","0.5246","52","medium","missing_documents, document_quality, field_mismatch","0","[""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":309555,""average_income_last_3_years"":290768,""date_of_birth"":""1981-09-17"",""application_number"":""BC-956401""}"
"APP-000161","birth_certificate_correction","civil_registration","32","female","ST","raigarh","418611","476787","1","1","1","0.586","1","1","1","0.5249","52","medium","missing_documents, document_quality, field_mismatch","1","[""existing_birth_certificate""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":418611,""average_income_last_3_years"":476787,""date_of_birth"":""1993-10-24"",""application_number"":""BC-775933""}"
"APP-000164","birth_certificate_correction","civil_registration","37","female","SC","jagdalpur","613772","635139","1","1","1","0.946","1","1","1","0.3989","40","medium","missing_documents, field_mismatch, missing_fields","1","[""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":613772,""average_income_last_3_years"":635139,""date_of_birth"":""1989-02-02"",""application_number"":""BC-636141""}"
"APP-000172","birth_certificate_correction","civil_registration","30","male","SC","raigarh","383507","378071","0","0","0","0.881","1","1","1","0.1016","10","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":383507,""average_income_last_3_years"":378071,""date_of_birth"":""1996-01-05"",""application_number"":""BC-917823""}"
"APP-000184","birth_certificate_correction","civil_registration","30","male","ST","durg","518325","442348","0","0","0","0.888","1","1","1","0.0992","10","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""durg"",""annual_income"":518325,""average_income_last_3_years"":442348,""date_of_birth"":""1995-09-17"",""application_number"":""BC-369125""}"
"APP-000187","birth_certificate_correction","civil_registration","37","female","ST","durg","328150","343960","1","0","1","0.796","1","1","1","0.3914","39","medium","missing_documents, field_mismatch, document_quality","1","[""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":328150,""average_income_last_3_years"":343960,""date_of_birth"":""1989-02-17"",""application_number"":""BC-511987""}"
"APP-000197","birth_certificate_correction","civil_registration","23","female","GENERAL","rajnandgaon","764263","656631","0","1","0","0.802","1","1","1","0.1893","19","low","document_quality, missing_fields","1","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":764263,""average_income_last_3_years"":656631,""date_of_birth"":""2002-12-14"",""application_number"":""BC-597635""}"
"APP-000202","birth_certificate_correction","civil_registration","37","female","EWS","jagdalpur","719320","780799","0","1","0","0.833","1","1","1","0.1784","18","low","missing_fields, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":719320,""average_income_last_3_years"":780799,""date_of_birth"":""1988-12-17"",""application_number"":""BC-981473""}"
"APP-000204","birth_certificate_correction","civil_registration","32","male","ST","bilaspur","605575","568941","1","1","1","0.726","1","1","1","0.4759","48","medium","missing_documents, document_quality, field_mismatch","0","[""existing_birth_certificate"",""hospital_record"",""school_record""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":605575,""average_income_last_3_years"":568941,""date_of_birth"":""1993-12-02"",""application_number"":""BC-459315""}"
"APP-000208","birth_certificate_correction","civil_registration","24","male","SC","korba","271449","290510","0","1","0","0.891","1","1","1","0.1581","16","low","missing_fields, document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""korba"",""annual_income"":271449,""average_income_last_3_years"":290510,""date_of_birth"":""2001-03-15"",""application_number"":""BC-782141""}"
"APP-000215","birth_certificate_correction","civil_registration","43","female","SC","ambikapur","187002","186052","1","1","1","0.577","1","1","1","0.5281","53","medium","missing_documents, document_quality, field_mismatch","0","[""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":187002,""average_income_last_3_years"":186052,""date_of_birth"":""1982-08-01"",""application_number"":""BC-148205""}"
"APP-000222","birth_certificate_correction","civil_registration","39","female","GENERAL","raigarh","685605","764318","1","1","1","0.964","1","1","1","0.3926","39","medium","missing_documents, field_mismatch, missing_fields","0","[""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":685605,""average_income_last_3_years"":764318,""date_of_birth"":""1986-10-25"",""application_number"":""BC-517196""}"
"APP-000224","birth_certificate_correction","civil_registration","42","female","GENERAL","raipur","487757","513253","1","0","0","0.561","1","1","1","0.3936","39","medium","missing_documents, document_quality","0","[""existing_birth_certificate"",""hospital_record""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":487757,""average_income_last_3_years"":513253,""date_of_birth"":""1983-06-21"",""application_number"":""BC-211642""}"
"APP-000225","birth_certificate_correction","civil_registration","45","male","OBC","rajnandgaon","359477","327555","0","0","1","0.923","1","1","1","0.1669","17","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":359477,""average_income_last_3_years"":327555,""date_of_birth"":""1981-01-21"",""application_number"":""BC-746036""}"
"APP-000226","birth_certificate_correction","civil_registration","21","female","EWS","raipur","450118","434933","1","2","1","0.658","1","1","1","0.5597","56","medium","missing_documents, missing_fields, document_quality","0","[""existing_birth_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":450118,""average_income_last_3_years"":434933,""date_of_birth"":""2005-03-08"",""application_number"":""BC-879794""}"
"APP-000230","birth_certificate_correction","civil_registration","20","female","ST","raigarh","170294","178924","0","1","0","0.931","1","1","1","0.1441","14","low","missing_fields, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":170294,""average_income_last_3_years"":178924,""date_of_birth"":""2006-02-22"",""application_number"":""BC-815706""}"
"APP-000232","birth_certificate_correction","civil_registration","33","female","SC","bilaspur","158975","144933","0","0","1","0.858","1","1","1","0.1897","19","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":158975,""average_income_last_3_years"":144933,""date_of_birth"":""1993-03-02"",""application_number"":""BC-581532""}"
"APP-000235","birth_certificate_correction","civil_registration","31","male","SC","raipur","61691","62681","1","2","0","0.807","1","1","1","0.4275","43","medium","missing_documents, missing_fields, document_quality","0","[""existing_birth_certificate"",""hospital_record""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":61691,""average_income_last_3_years"":62681,""date_of_birth"":""1995-03-12"",""application_number"":""BC-700538""}"
"APP-000237","birth_certificate_correction","civil_registration","38","female","ST","raigarh","560856","636830","1","0","0","0.816","1","1","1","0.3044","30","low","missing_documents, document_quality","0","[""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":560856,""average_income_last_3_years"":636830,""date_of_birth"":""1988-01-23"",""application_number"":""BC-398987""}"
"APP-000240","birth_certificate_correction","civil_registration","44","male","EWS","jagdalpur","205852","197565","0","3","2","0.765","1","1","1","0.4823","48","medium","missing_fields, field_mismatch, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":205852,""average_income_last_3_years"":197565,""date_of_birth"":""1982-01-05"",""application_number"":""BC-587274""}"
"APP-000244","birth_certificate_correction","civil_registration","23","female","ST","bilaspur","554906","584076","0","0","1","0.727","1","1","1","0.2355","24","low","document_quality, field_mismatch","1","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":554906,""average_income_last_3_years"":584076,""date_of_birth"":""2002-04-17"",""application_number"":""BC-973846""}"
"APP-000248","birth_certificate_correction","civil_registration","36","female","GENERAL","korba","499793","459232","0","0","0","0.869","1","1","1","0.1058","11","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""korba"",""annual_income"":499793,""average_income_last_3_years"":459232,""date_of_birth"":""1989-05-17"",""application_number"":""BC-943706""}"
"APP-000251","birth_certificate_correction","civil_registration","23","male","SC","raigarh","834140","766517","0","0","1","0.888","1","1","1","0.1792","18","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":834140,""average_income_last_3_years"":766517,""date_of_birth"":""2002-06-27"",""application_number"":""BC-520018""}"
"APP-000257","birth_certificate_correction","civil_registration","30","male","GENERAL","korba","129721","131843","1","0","0","0.935","1","1","1","0.2627","26","low","missing_documents, document_quality","0","[""existing_birth_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":129721,""average_income_last_3_years"":131843,""date_of_birth"":""1995-09-15"",""application_number"":""BC-329183""}"
"APP-000263","birth_certificate_correction","civil_registration","25","female","GENERAL","durg","112952","103310","0","0","0","0.694","1","1","1","0.1671","17","low","document_quality","0","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":112952,""average_income_last_3_years"":103310,""date_of_birth"":""2000-07-27"",""application_number"":""BC-880762""}"
"APP-000283","birth_certificate_correction","civil_registration","41","male","ST","ambikapur","497820","554993","0","1","2","0.833","1","1","1","0.3385","34","low","field_mismatch, missing_fields, document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":497820,""average_income_last_3_years"":554993,""date_of_birth"":""1984-06-29"",""application_number"":""BC-453907""}"
"APP-000284","birth_certificate_correction","civil_registration","33","male","EWS","raigarh","811127","768165","0","0","0","0.787","1","1","1","0.1345","13","low","document_quality","1","[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":811127,""average_income_last_3_years"":768165,""date_of_birth"":""1992-09-03"",""application_number"":""BC-902903""}"
"APP-000289","birth_certificate_correction","civil_registration","24","male","GENERAL","ambikapur","849049","756045","1","1","0","0.634","1","1","1","0.4281","43","medium","missing_documents, document_quality, missing_fields","1","[""existing_birth_certificate"",""hospital_record"",""school_record""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":849049,""average_income_last_3_years"":756045,""date_of_birth"":""2001-04-15"",""application_number"":""BC-699083""}"
"APP-000290","birth_certificate_correction","civil_registration","33","male","OBC","korba","494114","474142","1","0","0","0.56","1","1","0","0.554","55","medium","missing_documents, district_valid, document_quality","0","[""existing_birth_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":494114,""average_income_last_3_years"":474142,""date_of_birth"":""1992-05-14"",""application_number"":""BC-787247""}"
"APP-000310","birth_certificate_correction","civil_registration","26","female","GENERAL","raipur","888403","919134","0","1","0","0.791","1","1","1","0.1931","19","low","document_quality, missing_fields","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":888403,""average_income_last_3_years"":919134,""date_of_birth"":""1999-09-26"",""application_number"":""BC-466634""}"
"APP-000334","birth_certificate_correction","civil_registration","31","female","OBC","jagdalpur","502760","519424","1","1","0","0.592","1","1","1","0.4428","44","medium","missing_documents, document_quality, missing_fields","1","[""supporting_correction_proof""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":502760,""average_income_last_3_years"":519424,""date_of_birth"":""1994-10-29"",""application_number"":""BC-941289""}"
"APP-000335","birth_certificate_correction","civil_registration","25","male","SC","raipur","378487","383893","0","0","0","0.776","1","1","0","0.2984","30","low","district_valid, document_quality","0","[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":378487,""average_income_last_3_years"":383893,""date_of_birth"":""2000-08-16"",""application_number"":""BC-202444""}"
"APP-000340","birth_certificate_correction","civil_registration","22","female","SC","rajnandgaon","433102","437601","1","0","0","0.637","1","1","1","0.367","37","medium","missing_documents, document_quality","0","[""existing_birth_certificate"",""school_record""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":433102,""average_income_last_3_years"":437601,""date_of_birth"":""2003-10-18"",""application_number"":""BC-779259""}"
"APP-000341","birth_certificate_correction","civil_registration","34","male","ST","raipur","821043","744554","0","2","0","0.76","1","1","1","0.264","26","low","missing_fields, document_quality","1","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":821043,""average_income_last_3_years"":744554,""date_of_birth"":""1991-05-16"",""application_number"":""BC-350069""}"
"APP-000352","birth_certificate_correction","civil_registration","39","male","SC","ambikapur","228190","233537","0","0","1","0.921","1","1","1","0.1676","17","low","field_mismatch, document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":228190,""average_income_last_3_years"":233537,""date_of_birth"":""1986-06-20"",""application_number"":""BC-612977""}"
"APP-000354","birth_certificate_correction","civil_registration","33","female","ST","durg","278596","247898","0","3","0","0.838","1","1","1","0.2967","30","low","missing_fields, document_quality","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":278596,""average_income_last_3_years"":247898,""date_of_birth"":""1993-03-06"",""application_number"":""BC-603088""}"
"APP-000356","birth_certificate_correction","civil_registration","21","female","SC","durg","589740","668527","0","1","1","0.75","1","1","1","0.2875","29","low","document_quality, field_mismatch, missing_fields","0","[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":589740,""average_income_last_3_years"":668527,""date_of_birth"":""2004-08-30"",""application_number"":""BC-483349""}"
"APP-000365","birth_certificate_correction","civil_registration","26","female","ST","raipur","661772","667019","1","0","0","0.915","1","1","1","0.2697","27","low","missing_documents, document_quality","1","[""existing_birth_certificate"",""school_record""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":661772,""average_income_last_3_years"":667019,""date_of_birth"":""2000-02-01"",""application_number"":""BC-664566""}"
"APP-000366","birth_certificate_correction","civil_registration","31","female","OBC","ambikapur","466869","417560","1","1","0","0.672","1","1","1","0.4148","41","medium","missing_documents, document_quality, missing_fields","0","[""existing_birth_certificate"",""school_record""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":466869,""average_income_last_3_years"":417560,""date_of_birth"":""1994-09-05"",""application_number"":""BC-112782""}"
"APP-000373","birth_certificate_correction","civil_registration","36","male","GENERAL","rajnandgaon","607942","646706","1","1","1","0.902","1","1","1","0.4143","41","medium","missing_documents, field_mismatch, missing_fields","0","[""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":607942,""average_income_last_3_years"":646706,""date_of_birth"":""1990-02-03"",""application_number"":""BC-222227""}"
"APP-000376","birth_certificate_correction","civil_registration","28","male","EWS","raigarh","657913","627879","2","3","0","0.579","1","1","1","0.7473","75","high","missing_documents, missing_fields, document_quality","1","[""hospital_record""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":657913,""average_income_last_3_years"":627879,""date_of_birth"":""1997-06-29"",""application_number"":""BC-697935""}"
"APP-000377","birth_certificate_correction","civil_registration","23","female","OBC","bilaspur","274411","309026","0","0","0","0.962","1","1","1","0.0733","7","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":274411,""average_income_last_3_years"":309026,""date_of_birth"":""2002-08-01"",""application_number"":""BC-806242""}"
"APP-000381","birth_certificate_correction","civil_registration","39","female","ST","rajnandgaon","474089","543427","0","0","0","0.658","1","1","1","0.1797","18","low","document_quality","0","[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":474089,""average_income_last_3_years"":543427,""date_of_birth"":""1987-01-18"",""application_number"":""BC-228125""}"
