"application_id","service_type","service_category","age","gender","caste","district","annual_income","average_income_last_3_years","missing_documents_count","missing_fields_count","field_mismatch_count","document_quality_score","age_eligible","income_eligible","district_valid","risk_probability","risk_score","risk_level","main_contributing_factors","rejected","uploaded_documents","application_fields"
"APP-000134","sc_st_certificate","caste_certificate","23","female","EWS","raipur","127959","135038","0","0","0","0.949","1","0","1","0.2979","30","low","income_eligible, document_quality","1","[""father_service_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":127959,""average_income_last_3_years"":135038,""date_of_birth"":""2002-12-13"",""category"":""SC/ST""}"
"APP-000169","sc_st_certificate","caste_certificate","56","female","OBC","rajnandgaon","825501","855892","0","1","1","0.865","1","0","1","0.4672","47","medium","income_eligible, field_mismatch, missing_fields","1","[""affidavit"",""father_service_certificate"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":825501,""average_income_last_3_years"":855892,""date_of_birth"":""1969-12-04"",""category"":""SC/ST""}"
"APP-000170","sc_st_certificate","caste_certificate","18","female","SC","raigarh","845794","885707","0","0","0","0.973","1","1","1","0.0695","7","low","document_quality","0","[""caste_certificate_other_state"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":845794,""average_income_last_3_years"":885707,""date_of_birth"":""2007-06-17"",""category"":""SC/ST""}"
"APP-000171","sc_st_certificate","caste_certificate","76","male","EWS","bilaspur","834229","730343","0","0","0","0.903","1","0","1","0.314","31","low","income_eligible, document_quality","0","[""affidavit"",""caste_certificate_other_state"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":834229,""average_income_last_3_years"":730343,""date_of_birth"":""1949-04-22"",""category"":""SC/ST""}"
"APP-000178","sc_st_certificate","caste_certificate","25","female","EWS","raigarh","897935","1030343","1","0","2","0.593","1","0","1","0.7625","76","high","income_eligible, missing_documents, field_mismatch","0","[""affidavit""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":897935,""average_income_last_3_years"":1030343,""date_of_birth"":""2000-12-23"",""category"":""SC/ST""}"
"APP-000192","sc_st_certificate","caste_certificate","26","female","EWS","korba","141254","136512","1","1","0","0.773","1","0","1","0.5995","60","medium","income_eligible, missing_documents, document_quality","1","[""affidavit""]","{""gender"":""female"",""district"":""korba"",""annual_income"":141254,""average_income_last_3_years"":136512,""date_of_birth"":""1999-10-25"",""category"":""SC/ST""}"
"APP-000200","sc_st_certificate","caste_certificate","54","female","SC","korba","362974","383055","1","0","0","0.825","1","1","1","0.3013","30","low","missing_documents, document_quality","0","[""affidavit""]","{""gender"":""female"",""district"":""korba"",""annual_income"":362974,""average_income_last_3_years"":383055,""date_of_birth"":""1971-10-25"",""category"":""SC/ST""}"
"APP-000203","sc_st_certificate","caste_certificate","29","female","GENERAL","korba","283049","270760","0","3","0","0.662","1","0","1","0.5783","58","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""certificate_from_sarpanch""]","{""gender"":""female"",""district"":""korba"",""annual_income"":283049,""average_income_last_3_years"":270760,""date_of_birth"":""1996-09-05"",""category"":""SC/ST""}"
"APP-000212","sc_st_certificate","caste_certificate","47","female","OBC","rajnandgaon","528938","606480","0","0","0","0.593","1","0","1","0.4224","42","medium","income_eligible, document_quality","0","[""caste_certificate_other_state"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":528938,""average_income_last_3_years"":606480,""date_of_birth"":""1979-02-17"",""category"":""SC/ST""}"
"APP-000216","sc_st_certificate","caste_certificate","84","male","GENERAL","raigarh","598513","632312","0","1","0","0.699","1","0","1","0.4454","45","medium","income_eligible, document_quality, missing_fields","0","[""affidavit"",""citizen_register""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":598513,""average_income_last_3_years"":632312,""date_of_birth"":""1941-07-11"",""category"":""SC/ST""}"
"APP-000223","sc_st_certificate","caste_certificate","45","female","OBC","bilaspur","260647","237948","1","0","0","0.83","1","0","1","0.5195","52","medium","income_eligible, missing_documents, document_quality","0","[""affidavit"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":260647,""average_income_last_3_years"":237948,""date_of_birth"":""1980-03-16"",""category"":""SC/ST""}"
"APP-000228","sc_st_certificate","caste_certificate","18","male","SC","bilaspur","396620","392613","0","1","0","0.807","1","1","1","0.1875","19","low","document_quality, missing_fields","1","[""affidavit"",""educational_certificate"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":396620,""average_income_last_3_years"":392613,""date_of_birth"":""2007-10-01"",""category"":""SC/ST""}"
"APP-000238","sc_st_certificate","caste_certificate","72","male","ST","ambikapur","226831","193135","0","0","0","0.911","1","1","1","0.0911","9","low","document_quality","0","[""census_register"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":226831,""average_income_last_3_years"":193135,""date_of_birth"":""1953-10-24"",""category"":""SC/ST""}"
"APP-000239","sc_st_certificate","caste_certificate","35","male","SC","raipur","614781","558792","1","0","0","0.822","1","1","1","0.3023","30","low","missing_documents, document_quality","0","[""gram_sabha_proposal""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":614781,""average_income_last_3_years"":558792,""date_of_birth"":""1990-06-28"",""category"":""SC/ST""}"
"APP-000243","sc_st_certificate","caste_certificate","62","male","EWS","bilaspur","560511","609722","0","1","0","0.621","1","0","1","0.4726","47","medium","income_eligible, document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":560511,""average_income_last_3_years"":609722,""date_of_birth"":""1963-08-02"",""category"":""SC/ST""}"
"APP-000246","sc_st_certificate","caste_certificate","39","female","EWS","durg","809364","854427","0","0","0","0.713","1","0","1","0.3805","38","medium","income_eligible, document_quality","0","[""affidavit"",""caste_certificate_other_state"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""durg"",""annual_income"":809364,""average_income_last_3_years"":854427,""date_of_birth"":""1986-11-17"",""category"":""SC/ST""}"
"APP-000261","sc_st_certificate","caste_certificate","64","male","GENERAL","korba","242847","242757","0","1","1","0.917","1","0","1","0.4491","45","medium","income_eligible, field_mismatch, missing_fields","0","[""school_transfer_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":242847,""average_income_last_3_years"":242757,""date_of_birth"":""1961-09-09"",""category"":""SC/ST""}"
"APP-000268","sc_st_certificate","caste_certificate","78","female","EWS","rajnandgaon","539887","616817","0","2","0","0.967","1","0","1","0.4116","41","medium","income_eligible, missing_fields, document_quality","0","[""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":539887,""average_income_last_3_years"":616817,""date_of_birth"":""1948-01-05"",""category"":""SC/ST""}"
"APP-000269","sc_st_certificate","caste_certificate","79","male","GENERAL","jagdalpur","615883","565465","0","0","0","0.727","1","0","0","0.5355","54","medium","income_eligible, district_valid, document_quality","0","[""affidavit"",""caste_certificate_other_state""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":615883,""average_income_last_3_years"":565465,""date_of_birth"":""1946-09-08"",""category"":""SC/ST""}"
"APP-000279","sc_st_certificate","caste_certificate","26","female","ST","rajnandgaon","740266","844013","0","0","1","0.616","1","1","1","0.2744","27","low","document_quality, field_mismatch","0","[""citizen_register"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":740266,""average_income_last_3_years"":844013,""date_of_birth"":""1999-06-06"",""category"":""SC/ST""}"
"APP-000295","sc_st_certificate","caste_certificate","67","female","ST","bilaspur","80897","91675","0","2","1","0.936","1","1","1","0.2824","28","low","missing_fields, field_mismatch, document_quality","0","[""certificate_from_sarpanch"",""vanshavali""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":80897,""average_income_last_3_years"":91675,""date_of_birth"":""1958-09-21"",""category"":""SC/ST""}"
"APP-000300","sc_st_certificate","caste_certificate","76","male","EWS","ambikapur","308771","302060","1","1","0","0.719","1","0","1","0.6183","62","medium","income_eligible, missing_documents, document_quality","1","[""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":308771,""average_income_last_3_years"":302060,""date_of_birth"":""1949-10-05"",""category"":""SC/ST""}"
"APP-000303","sc_st_certificate","caste_certificate","59","male","SC","durg","775318","809876","0","0","2","0.854","1","1","1","0.2711","27","low","field_mismatch, document_quality","0","[""affidavit"",""certificate_from_sarpanch"",""vanshavali""]","{""gender"":""male"",""district"":""durg"",""annual_income"":775318,""average_income_last_3_years"":809876,""date_of_birth"":""1967-01-15"",""category"":""SC/ST""}"
"APP-000308","sc_st_certificate","caste_certificate","85","male","EWS","raipur","483856","487433","1","1","1","0.796","1","0","1","0.6714","67","high","income_eligible, missing_documents, field_mismatch","1","[""affidavit"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":483856,""average_income_last_3_years"":487433,""date_of_birth"":""1941-01-18"",""category"":""SC/ST""}"
"APP-000309","sc_st_certificate","caste_certificate","51","female","ST","rajnandgaon","600912","614458","0","0","0","0.864","1","1","1","0.1076","11","low","document_quality","0","[""gram_sabha_proposal"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":600912,""average_income_last_3_years"":614458,""date_of_birth"":""1974-06-21"",""category"":""SC/ST""}"
"APP-000313","sc_st_certificate","caste_certificate","21","male","EWS","ambikapur","405627","464477","1","0","0","0.806","1","0","1","0.5279","53","medium","income_eligible, missing_documents, document_quality","1","[""gram_sabha_proposal""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":405627,""average_income_last_3_years"":464477,""date_of_birth"":""2004-12-09"",""category"":""SC/ST""}"
"APP-000320","sc_st_certificate","caste_certificate","59","male","GENERAL","durg","525301","523332","1","0","0","0.756","1","0","1","0.5454","55","medium","income_eligible, missing_documents, document_quality","1","[""affidavit"",""vanshavali""]","{""gender"":""male"",""district"":""durg"",""annual_income"":525301,""average_income_last_3_years"":523332,""date_of_birth"":""1966-09-16"",""category"":""SC/ST""}"
"APP-000322","sc_st_certificate","caste_certificate","48","male","EWS","rajnandgaon","231493","242786","0","0","0","0.805","1","0","1","0.3483","35","low","income_eligible, document_quality","0","[""certificate_from_sarpanch"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":231493,""average_income_last_3_years"":242786,""date_of_birth"":""1978-01-15"",""category"":""SC/ST""}"
"APP-000324","sc_st_certificate","caste_certificate","56","female","SC","raipur","505844","538894","0","3","0","0.974","1","1","1","0.2491","25","low","missing_fields, document_quality","0","[""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":505844,""average_income_last_3_years"":538894,""date_of_birth"":""1969-05-05"",""category"":""SC/ST""}"
"APP-000328","sc_st_certificate","caste_certificate","32","male","ST","jagdalpur","658455","654807","0","1","1","0.772","1","1","1","0.2798","28","low","field_mismatch, document_quality, missing_fields","0","[""affidavit"",""certificate_from_sarpanch""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":658455,""average_income_last_3_years"":654807,""date_of_birth"":""1993-07-19"",""category"":""SC/ST""}"
"APP-000330","sc_st_certificate","caste_certificate","51","male","EWS","raipur","114401","118838","0","2","0","0.976","1","0","1","0.4084","41","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""caste_certificate_other_state"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":114401,""average_income_last_3_years"":118838,""date_of_birth"":""1974-04-12"",""category"":""SC/ST""}"
"APP-000331","sc_st_certificate","caste_certificate","19","male","EWS","bilaspur","827444","731017","1","1","1","0.742","1","0","1","0.6903","69","high","income_eligible, missing_documents, document_quality","1","[""affidavit"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":827444,""average_income_last_3_years"":731017,""date_of_birth"":""2006-04-11"",""category"":""SC/ST""}"
"APP-000361","sc_st_certificate","caste_certificate","39","female","OBC","jagdalpur","877607","814421","0","0","0","0.614","1","0","1","0.4151","42","medium","income_eligible, document_quality","0","[""gram_sabha_proposal"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":877607,""average_income_last_3_years"":814421,""date_of_birth"":""1987-02-18"",""category"":""SC/ST""}"
"APP-000367","sc_st_certificate","caste_certificate","38","female","GENERAL","bilaspur","894809","956014","0","0","2","0.807","1","0","1","0.5075","51","medium","income_eligible, field_mismatch, document_quality","1","[""affidavit"",""educational_certificate""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":894809,""average_income_last_3_years"":956014,""date_of_birth"":""1987-05-19"",""category"":""SC/ST""}"
"APP-000374","sc_st_certificate","caste_certificate","40","male","ST","bilaspur","794378","747831","0","1","0","0.611","1","1","0","0.4161","42","medium","district_valid, document_quality, missing_fields","0","[""affidavit"",""gram_sabha_proposal"",""school_transfer_certificate""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":794378,""average_income_last_3_years"":747831,""date_of_birth"":""1985-03-24"",""category"":""SC/ST""}"
"APP-000383","sc_st_certificate","caste_certificate","66","male","ST","jagdalpur","514053","507831","0","1","1","0.621","1","1","1","0.3327","33","low","document_quality, field_mismatch, missing_fields","0","[""educational_certificate"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":514053,""average_income_last_3_years"":507831,""date_of_birth"":""1959-03-19"",""category"":""SC/ST""}"
"APP-000394","sc_st_certificate","caste_certificate","72","female","ST","korba","547920","577957","0","1","1","0.858","1","1","0","0.4097","41","medium","district_valid, field_mismatch, missing_fields","0","[""caste_certificate_other_state"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""korba"",""annual_income"":547920,""average_income_last_3_years"":577957,""date_of_birth"":""1953-07-14"",""category"":""SC/ST""}"
"APP-000402","sc_st_certificate","caste_certificate","68","female","GENERAL","jagdalpur","770216","703719","0","1","1","0.591","1","0","1","0.5632","56","medium","income_eligible, document_quality, field_mismatch","0","[""census_register"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":770216,""average_income_last_3_years"":703719,""date_of_birth"":""1958-02-05"",""category"":""SC/ST""}"
"APP-000405","sc_st_certificate","caste_certificate","73","female","ST","rajnandgaon","222998","210657","0","0","2","0.631","1","1","1","0.3492","35","low","field_mismatch, document_quality","1","[""affidavit"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":222998,""average_income_last_3_years"":210657,""date_of_birth"":""1953-02-15"",""category"":""SC/ST""}"
"APP-000406","sc_st_certificate","caste_certificate","80","male","SC","korba","529995","528880","0","1","0","0.638","1","1","1","0.2467","25","low","document_quality, missing_fields","1","[""school_transfer_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":529995,""average_income_last_3_years"":528880,""date_of_birth"":""1946-01-26"",""category"":""SC/ST""}"
"APP-000412","sc_st_certificate","caste_certificate","24","male","EWS","durg","627759","548008","0","0","1","0.733","1","0","1","0.4535","45","medium","income_eligible, document_quality, field_mismatch","0","[""affidavit"",""educational_certificate""]","{""gender"":""male"",""district"":""durg"",""annual_income"":627759,""average_income_last_3_years"":548008,""date_of_birth"":""2001-06-26"",""category"":""SC/ST""}"
"APP-000424","sc_st_certificate","caste_certificate","54","female","OBC","ambikapur","579554","522397","0","2","1","0.821","1","0","1","0.5427","54","medium","income_eligible, missing_fields, field_mismatch","1","[""citizen_register"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":579554,""average_income_last_3_years"":522397,""date_of_birth"":""1971-09-12"",""category"":""SC/ST""}"
"APP-000430","sc_st_certificate","caste_certificate","76","female","GENERAL","durg","152747","136550","1","0","0","0.577","1","0","1","0.608","61","medium","income_eligible, missing_documents, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""durg"",""annual_income"":152747,""average_income_last_3_years"":136550,""date_of_birth"":""1950-01-26"",""category"":""SC/ST""}"
"APP-000431","sc_st_certificate","caste_certificate","81","female","GENERAL","ambikapur","717377","700896","0","0","0","0.612","1","0","1","0.4158","42","medium","income_eligible, document_quality","0","[""affidavit"",""jamabandi""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":717377,""average_income_last_3_years"":700896,""date_of_birth"":""1944-12-21"",""category"":""SC/ST""}"
"APP-000443","sc_st_certificate","caste_certificate","51","female","ST","korba","839256","891563","1","2","0","0.641","1","1","0","0.6457","65","medium","missing_documents, district_valid, document_quality","1","[""affidavit"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""korba"",""annual_income"":839256,""average_income_last_3_years"":891563,""date_of_birth"":""1974-09-21"",""category"":""SC/ST""}"
"APP-000454","sc_st_certificate","caste_certificate","73","female","OBC","bilaspur","588051","669156","0","1","0","0.752","1","0","1","0.4268","43","medium","income_eligible, document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":588051,""average_income_last_3_years"":669156,""date_of_birth"":""1952-12-29"",""category"":""SC/ST""}"
"APP-000456","sc_st_certificate","caste_certificate","56","male","GENERAL","raipur","489033","463889","0","0","1","0.644","1","0","1","0.4846","48","medium","income_eligible, document_quality, field_mismatch","0","[""father_service_certificate"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":489033,""average_income_last_3_years"":463889,""date_of_birth"":""1969-07-04"",""category"":""SC/ST""}"
"APP-000458","sc_st_certificate","caste_certificate","40","male","ST","raigarh","406324","448687","0","1","0","0.626","1","1","1","0.2509","25","low","document_quality, missing_fields","0","[""affidavit"",""certificate_from_sarpanch"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":406324,""average_income_last_3_years"":448687,""date_of_birth"":""1986-03-03"",""category"":""SC/ST""}"
"APP-000468","sc_st_certificate","caste_certificate","68","female","SC","ambikapur","449841","409922","0","1","0","0.754","1","1","1","0.2061","21","low","document_quality, missing_fields","0","[""gram_sabha_proposal"",""jamabandi"",""vanshavali""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":449841,""average_income_last_3_years"":409922,""date_of_birth"":""1957-12-08"",""category"":""SC/ST""}"
"APP-000471","sc_st_certificate","caste_certificate","43","female","SC","ambikapur","57804","66320","0","0","1","0.897","1","1","1","0.176","18","low","field_mismatch, document_quality","0","[""affidavit"",""jamabandi""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":57804,""average_income_last_3_years"":66320,""date_of_birth"":""1982-05-09"",""category"":""SC/ST""}"
"APP-000473","sc_st_certificate","caste_certificate","55","male","GENERAL","ambikapur","749040","842586","0","0","0","0.602","1","0","0","0.5793","58","medium","income_eligible, district_valid, document_quality","1","[""affidavit"",""certificate_from_sarpanch"",""gram_sabha_proposal""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":749040,""average_income_last_3_years"":842586,""date_of_birth"":""1970-06-04"",""category"":""SC/ST""}"
"APP-000480","sc_st_certificate","caste_certificate","40","female","GENERAL","durg","716216","772449","1","0","1","0.558","1","0","0","0.8547","85","high","income_eligible, missing_documents, district_valid","1","[""affidavit"",""vanshavali""]","{""gender"":""female"",""district"":""durg"",""annual_income"":716216,""average_income_last_3_years"":772449,""date_of_birth"":""1985-09-24"",""category"":""SC/ST""}"
"APP-000494","sc_st_certificate","caste_certificate","69","female","OBC","durg","446818","461671","0","3","1","0.746","1","0","1","0.6289","63","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""school_transfer_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""durg"",""annual_income"":446818,""average_income_last_3_years"":461671,""date_of_birth"":""1957-03-13"",""category"":""SC/ST""}"
"APP-000498","sc_st_certificate","caste_certificate","46","female","SC","bilaspur","804109","745641","0","1","1","0.822","1","1","1","0.2623","26","low","field_mismatch, document_quality, missing_fields","0","[""census_register""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":804109,""average_income_last_3_years"":745641,""date_of_birth"":""1979-06-15"",""category"":""SC/ST""}"
"APP-000501","sc_st_certificate","caste_certificate","46","male","EWS","jagdalpur","574112","605110","1","0","1","0.871","1","0","1","0.5852","59","medium","income_eligible, missing_documents, field_mismatch","0","[""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":574112,""average_income_last_3_years"":605110,""date_of_birth"":""1979-12-31"",""category"":""SC/ST""}"
"APP-000504","sc_st_certificate","caste_certificate","24","male","EWS","bilaspur","794056","747383","0","1","0","0.849","1","0","1","0.3928","39","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""school_transfer_certificate""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":794056,""average_income_last_3_years"":747383,""date_of_birth"":""2001-07-31"",""category"":""SC/ST""}"
"APP-000511","sc_st_certificate","caste_certificate","34","male","EWS","jagdalpur","814521","844408","1","0","1","0.714","1","0","1","0.6401","64","medium","income_eligible, missing_documents, document_quality","1","[""affidavit"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":814521,""average_income_last_3_years"":844408,""date_of_birth"":""1991-11-02"",""category"":""SC/ST""}"
