"application_id","service_type","service_category","age","gender","caste","district","annual_income","average_income_last_3_years","missing_documents_count","missing_fields_count","field_mismatch_count","document_quality_score","age_eligible","income_eligible","district_valid","risk_probability","risk_score","risk_level","main_contributing_factors","rejected","uploaded_documents","application_fields"
"APP-000058","domicile_certificate","certificate","50","female","OBC","durg","555254","633109","3","3","1","0.611","1","0","1","0.98","98","high","missing_documents, income_eligible, missing_fields","1","[]","{""gender"":""female"",""district"":""durg"",""annual_income"":555254,""average_income_last_3_years"":633109,""date_of_birth"":""1975-07-19"",""living_in_state_years"":6}"
"APP-000069","domicile_certificate","certificate","31","female","SC","jagdalpur","417121","460339","1","1","0","0.897","1","1","1","0.336","34","low","missing_documents, missing_fields, document_quality","0","[""affidavit"",""land_house_document""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":417121,""average_income_last_3_years"":460339,""date_of_birth"":""1994-05-25"",""living_in_state_years"":16}"
"APP-000073","domicile_certificate","certificate","56","female","OBC","korba","271494","293269","0","2","1","0.764","1","0","1","0.5626","56","medium","income_eligible, missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""voter_id""]","{""gender"":""female"",""district"":""korba"",""annual_income"":271494,""average_income_last_3_years"":293269,""date_of_birth"":""1970-01-12"",""living_in_state_years"":2}"
"APP-000091","domicile_certificate","certificate","23","male","OBC","jagdalpur","879538","800239","0","2","0","0.975","1","1","1","0.1888","19","low","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""voter_id""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":879538,""average_income_last_3_years"":800239,""date_of_birth"":""2002-06-24"",""living_in_state_years"":27}"
"APP-000100","domicile_certificate","certificate","53","male","EWS","bilaspur","181250","188048","2","2","0","0.616","1","1","1","0.6744","67","high","missing_documents, document_quality, missing_fields","0","[""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":181250,""average_income_last_3_years"":188048,""date_of_birth"":""1972-05-15"",""living_in_state_years"":39}"
"APP-000103","domicile_certificate","certificate","38","female","ST","bilaspur","393341","444524","1","3","0","0.751","1","1","1","0.5071","51","medium","missing_documents, missing_fields, document_quality","1","[""educational_certificate"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":393341,""average_income_last_3_years"":444524,""date_of_birth"":""1987-07-03"",""living_in_state_years"":34}"
"APP-000108","domicile_certificate","certificate","49","male","ST","raipur","83104","84913","0","2","1","0.73","1","1","1","0.3545","35","medium","missing_fields, document_quality, field_mismatch","1","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":83104,""average_income_last_3_years"":84913,""date_of_birth"":""1976-08-01"",""living_in_state_years"":22}"
"APP-000109","domicile_certificate","certificate","59","female","OBC","bilaspur","744395","739564","2","1","0","0.697","1","1","1","0.586","59","medium","missing_documents, document_quality, missing_fields","1","[""affidavit""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":744395,""average_income_last_3_years"":739564,""date_of_birth"":""1966-07-22"",""living_in_state_years"":36}"
"APP-000116","domicile_certificate","certificate","35","male","SC","jagdalpur","550646","521506","0","1","1","0.742","1","1","1","0.2903","29","low","document_quality, field_mismatch, missing_fields","1","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":550646,""average_income_last_3_years"":521506,""date_of_birth"":""1990-08-30"",""living_in_state_years"":17}"
"APP-000123","domicile_certificate","certificate","45","male","ST","jagdalpur","841030","932802","0","3","0","0.687","1","1","1","0.3495","35","low","missing_fields, document_quality","1","[""affidavit"",""educational_certificate"",""ration_card""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":841030,""average_income_last_3_years"":932802,""date_of_birth"":""1980-11-15"",""living_in_state_years"":38}"
"APP-000140","domicile_certificate","certificate","56","male","GENERAL","korba","386241","398200","0","0","0","0.967","1","1","1","0.0716","7","low","document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""male"",""district"":""korba"",""annual_income"":386241,""average_income_last_3_years"":398200,""date_of_birth"":""1969-12-14"",""living_in_state_years"":27}"
"APP-000142","domicile_certificate","certificate","50","female","GENERAL","durg","740658","663809","1","1","1","0.756","1","1","1","0.4654","47","medium","missing_documents, document_quality, field_mismatch","0","[""affidavit"",""educational_certificate""]","{""gender"":""female"",""district"":""durg"",""annual_income"":740658,""average_income_last_3_years"":663809,""date_of_birth"":""1975-07-29"",""living_in_state_years"":40}"
"APP-000144","domicile_certificate","certificate","83","male","GENERAL","korba","833132","837830","0","0","2","0.882","1","1","1","0.2613","26","low","field_mismatch, document_quality","0","[""affidavit"",""birth_certificate"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""korba"",""annual_income"":833132,""average_income_last_3_years"":837830,""date_of_birth"":""1942-08-26"",""living_in_state_years"":31}"
"APP-000146","domicile_certificate","certificate","49","male","OBC","ambikapur","591058","533332","0","1","0","0.893","1","1","1","0.1574","16","low","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":591058,""average_income_last_3_years"":533332,""date_of_birth"":""1976-07-21"",""living_in_state_years"":16}"
"APP-000154","domicile_certificate","certificate","70","male","ST","raigarh","112165","128736","0","1","0","0.906","1","1","1","0.1529","15","low","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":112165,""average_income_last_3_years"":128736,""date_of_birth"":""1955-12-31"",""living_in_state_years"":22}"
"APP-000158","domicile_certificate","certificate","53","female","SC","korba","147874","154731","3","0","0","0.572","1","0","1","0.8898","89","high","missing_documents, income_eligible, document_quality","1","[""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""korba"",""annual_income"":147874,""average_income_last_3_years"":154731,""date_of_birth"":""1972-04-08"",""living_in_state_years"":12}"
"APP-000166","domicile_certificate","certificate","65","female","SC","raipur","183096","196815","1","0","0","0.667","1","1","1","0.3565","36","medium","missing_documents, document_quality","1","[""affidavit"",""birth_certificate"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":183096,""average_income_last_3_years"":196815,""date_of_birth"":""1960-09-24"",""living_in_state_years"":29}"
"APP-000167","domicile_certificate","certificate","50","male","ST","raipur","860894","758336","0","2","1","0.655","1","0","1","0.6007","60","medium","income_eligible, document_quality, missing_fields","1","[""affidavit"",""birth_certificate"",""educational_certificate""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":860894,""average_income_last_3_years"":758336,""date_of_birth"":""1976-02-21"",""living_in_state_years"":2}"
"APP-000195","domicile_certificate","certificate","35","female","OBC","jagdalpur","365076","417013","1","1","1","0.828","1","1","1","0.4402","44","medium","missing_documents, field_mismatch, document_quality","0","[""affidavit"",""educational_certificate""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":365076,""average_income_last_3_years"":417013,""date_of_birth"":""1990-08-13"",""living_in_state_years"":40}"
"APP-000196","domicile_certificate","certificate","26","female","ST","raipur","376236","399890","0","1","0","0.926","1","0","1","0.3659","37","medium","income_eligible, missing_fields, document_quality","0","[""affidavit"",""birth_certificate"",""educational_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":376236,""average_income_last_3_years"":399890,""date_of_birth"":""1999-12-17"",""living_in_state_years"":14}"
"APP-000199","domicile_certificate","certificate","50","female","OBC","ambikapur","687894","750853","0","0","0","0.747","1","1","1","0.1485","15","low","document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":687894,""average_income_last_3_years"":750853,""date_of_birth"":""1975-09-04"",""living_in_state_years"":24}"
"APP-000205","domicile_certificate","certificate","58","female","OBC","raigarh","715320","620471","0","0","0","0.879","1","1","1","0.1023","10","low","document_quality","1","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":715320,""average_income_last_3_years"":620471,""date_of_birth"":""1967-12-19"",""living_in_state_years"":38}"
"APP-000211","domicile_certificate","certificate","23","male","GENERAL","korba","624765","624081","1","3","1","0.555","1","0","1","0.8758","88","high","income_eligible, missing_documents, missing_fields","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""korba"",""annual_income"":624765,""average_income_last_3_years"":624081,""date_of_birth"":""2002-11-14"",""living_in_state_years"":2}"
"APP-000241","domicile_certificate","certificate","75","male","GENERAL","korba","216956","196072","0","2","0","0.877","1","1","1","0.223","22","low","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""ward_member_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":216956,""average_income_last_3_years"":196072,""date_of_birth"":""1951-02-22"",""living_in_state_years"":16}"
"APP-000245","domicile_certificate","certificate","84","male","OBC","durg","475151","489313","0","1","1","0.811","1","1","1","0.2661","27","low","field_mismatch, document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""electricity_bill""]","{""gender"":""male"",""district"":""durg"",""annual_income"":475151,""average_income_last_3_years"":489313,""date_of_birth"":""1941-11-24"",""living_in_state_years"":30}"
"APP-000254","domicile_certificate","certificate","84","male","SC","jagdalpur","66112","70811","1","0","0","0.7","1","1","1","0.345","34","low","missing_documents, document_quality","0","[""educational_certificate"",""proof_of_5_years_residence"",""voter_id""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":66112,""average_income_last_3_years"":70811,""date_of_birth"":""1941-06-01"",""living_in_state_years"":39}"
"APP-000258","domicile_certificate","certificate","47","female","ST","durg","262616","289004","0","2","0","0.841","1","0","1","0.4556","46","medium","income_eligible, missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""durg"",""annual_income"":262616,""average_income_last_3_years"":289004,""date_of_birth"":""1979-01-12"",""living_in_state_years"":7}"
"APP-000264","domicile_certificate","certificate","40","female","EWS","rajnandgaon","868213","812111","0","2","0","0.714","1","0","1","0.5001","50","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""educational_certificate"",""voter_id""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":868213,""average_income_last_3_years"":812111,""date_of_birth"":""1985-07-29"",""living_in_state_years"":7}"
"APP-000271","domicile_certificate","certificate","84","female","OBC","jagdalpur","851676","928316","0","1","0","0.917","1","0","1","0.369","37","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":851676,""average_income_last_3_years"":928316,""date_of_birth"":""1941-08-15"",""living_in_state_years"":14}"
"APP-000274","domicile_certificate","certificate","67","male","SC","raigarh","858688","981043","1","0","1","0.774","1","0","1","0.6191","62","medium","income_eligible, missing_documents, field_mismatch","1","[""educational_certificate"",""ration_card""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":858688,""average_income_last_3_years"":981043,""date_of_birth"":""1958-07-22"",""living_in_state_years"":8}"
"APP-000276","domicile_certificate","certificate","19","female","EWS","bilaspur","94033","96320","1","0","0","0.657","1","0","1","0.58","58","medium","income_eligible, missing_documents, document_quality","1","[""affidavit"",""proof_of_5_years_residence"",""ward_member_certificate""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":94033,""average_income_last_3_years"":96320,""date_of_birth"":""2006-09-05"",""living_in_state_years"":7}"
"APP-000280","domicile_certificate","certificate","31","male","EWS","ambikapur","558947","507236","0","0","2","0.776","1","1","1","0.2984","30","low","field_mismatch, document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":558947,""average_income_last_3_years"":507236,""date_of_birth"":""1994-04-12"",""living_in_state_years"":33}"
"APP-000285","domicile_certificate","certificate","56","male","ST","korba","56887","53479","0","0","0","0.945","1","1","1","0.0793","8","low","document_quality","0","[""affidavit"",""birth_certificate"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""korba"",""annual_income"":56887,""average_income_last_3_years"":53479,""date_of_birth"":""1970-03-03"",""living_in_state_years"":19}"
"APP-000286","domicile_certificate","certificate","50","female","EWS","raigarh","364889","320216","0","0","1","0.891","1","1","0","0.3382","34","low","district_valid, field_mismatch, document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":364889,""average_income_last_3_years"":320216,""date_of_birth"":""1976-02-04"",""living_in_state_years"":22}"
"APP-000288","domicile_certificate","certificate","24","female","GENERAL","durg","756357","808903","0","1","0","0.675","1","1","1","0.2337","23","low","document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""durg"",""annual_income"":756357,""average_income_last_3_years"":808903,""date_of_birth"":""2001-11-21"",""living_in_state_years"":29}"
"APP-000291","domicile_certificate","certificate","65","male","SC","raipur","213568","230081","0","0","0","0.924","1","0","1","0.3066","31","low","income_eligible, document_quality","1","[""affidavit"",""birth_certificate"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":213568,""average_income_last_3_years"":230081,""date_of_birth"":""1960-11-10"",""living_in_state_years"":11}"
"APP-000297","domicile_certificate","certificate","58","male","ST","korba","121108","123191","1","2","1","0.879","1","0","1","0.7024","70","high","income_eligible, missing_documents, missing_fields","1","[""educational_certificate"",""electricity_bill""]","{""gender"":""male"",""district"":""korba"",""annual_income"":121108,""average_income_last_3_years"":123191,""date_of_birth"":""1967-12-31"",""living_in_state_years"":3}"
"APP-000298","domicile_certificate","certificate","31","female","EWS","raigarh","187935","170160","1","2","0","0.649","1","1","1","0.4828","48","medium","missing_documents, document_quality, missing_fields","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":187935,""average_income_last_3_years"":170160,""date_of_birth"":""1994-05-13"",""living_in_state_years"":16}"
"APP-000304","domicile_certificate","certificate","60","male","ST","bilaspur","642960","714580","1","2","2","0.73","1","0","0","0.98","98","high","income_eligible, missing_documents, field_mismatch","1","[""affidavit"",""proof_of_5_years_residence"",""ward_member_certificate""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":642960,""average_income_last_3_years"":714580,""date_of_birth"":""1965-12-13"",""living_in_state_years"":5}"
"APP-000312","domicile_certificate","certificate","76","female","GENERAL","raipur","613051","685868","0","1","1","0.793","1","1","1","0.2724","27","low","field_mismatch, document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":613051,""average_income_last_3_years"":685868,""date_of_birth"":""1949-06-21"",""living_in_state_years"":21}"
"APP-000317","domicile_certificate","certificate","53","male","ST","korba","170020","145295","2","1","0","0.667","1","1","1","0.5965","60","medium","missing_documents, document_quality, missing_fields","1","[""proof_of_5_years_residence"",""voter_id""]","{""gender"":""male"",""district"":""korba"",""annual_income"":170020,""average_income_last_3_years"":145295,""date_of_birth"":""1972-06-06"",""living_in_state_years"":22}"
"APP-000332","domicile_certificate","certificate","37","female","GENERAL","raigarh","570039","613264","1","0","1","0.862","1","1","0","0.5283","53","medium","missing_documents, district_valid, field_mismatch","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":570039,""average_income_last_3_years"":613264,""date_of_birth"":""1988-04-10"",""living_in_state_years"":30}"
"APP-000336","domicile_certificate","certificate","33","male","EWS","bilaspur","792470","901306","0","2","1","0.895","1","1","1","0.2967","30","low","missing_fields, field_mismatch, document_quality","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":792470,""average_income_last_3_years"":901306,""date_of_birth"":""1992-09-03"",""living_in_state_years"":38}"
"APP-000343","domicile_certificate","certificate","80","male","ST","bilaspur","735592","629459","2","1","1","0.822","1","0","1","0.8423","84","high","missing_documents, income_eligible, field_mismatch","1","[""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":735592,""average_income_last_3_years"":629459,""date_of_birth"":""1946-03-07"",""living_in_state_years"":13}"
"APP-000347","domicile_certificate","certificate","81","female","OBC","ambikapur","691780","785232","0","3","0","0.651","1","1","1","0.3621","36","medium","missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""ration_card""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":691780,""average_income_last_3_years"":785232,""date_of_birth"":""1945-03-12"",""living_in_state_years"":37}"
"APP-000348","domicile_certificate","certificate","53","male","GENERAL","rajnandgaon","105646","95938","0","1","1","0.838","1","0","1","0.4767","48","medium","income_eligible, field_mismatch, missing_fields","1","[""affidavit"",""educational_certificate"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":105646,""average_income_last_3_years"":95938,""date_of_birth"":""1972-12-14"",""living_in_state_years"":12}"
"APP-000351","domicile_certificate","certificate","76","female","OBC","raigarh","804787","730944","0","0","0","0.564","1","0","1","0.4326","43","medium","income_eligible, document_quality","0","[""affidavit"",""educational_certificate"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":804787,""average_income_last_3_years"":730944,""date_of_birth"":""1949-09-24"",""living_in_state_years"":10}"
"APP-000353","domicile_certificate","certificate","37","female","SC","raipur","651568","729414","1","0","0","0.564","1","1","1","0.3926","39","medium","missing_documents, document_quality","1","[""affidavit"",""educational_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":651568,""average_income_last_3_years"":729414,""date_of_birth"":""1988-07-17"",""living_in_state_years"":34}"
"APP-000355","domicile_certificate","certificate","65","male","SC","ambikapur","707258","699682","0","1","1","0.778","1","1","1","0.2777","28","low","field_mismatch, document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":707258,""average_income_last_3_years"":699682,""date_of_birth"":""1960-03-26"",""living_in_state_years"":23}"
"APP-000360","domicile_certificate","certificate","26","male","EWS","korba","73107","81261","0","1","0","0.697","1","1","1","0.2261","23","low","document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""ward_member_certificate""]","{""gender"":""male"",""district"":""korba"",""annual_income"":73107,""average_income_last_3_years"":81261,""date_of_birth"":""1999-08-17"",""living_in_state_years"":39}"
"APP-000362","domicile_certificate","certificate","38","female","EWS","bilaspur","299461","265045","1","0","2","0.709","1","1","1","0.5019","50","medium","missing_documents, field_mismatch, document_quality","1","[""affidavit"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""female"",""district"":""bilaspur"",""annual_income"":299461,""average_income_last_3_years"":265045,""date_of_birth"":""1987-08-02"",""living_in_state_years"":18}"
"APP-000369","domicile_certificate","certificate","51","female","SC","jagdalpur","364750","414650","0","3","0","0.762","1","0","1","0.5433","54","medium","income_eligible, missing_fields, document_quality","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":364750,""average_income_last_3_years"":414650,""date_of_birth"":""1974-08-13"",""living_in_state_years"":13}"
"APP-000380","domicile_certificate","certificate","26","female","ST","ambikapur","431377","492875","0","1","1","0.91","1","1","1","0.2315","23","low","field_mismatch, missing_fields, document_quality","0","[""affidavit"",""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":431377,""average_income_last_3_years"":492875,""date_of_birth"":""2000-01-12"",""living_in_state_years"":16}"
"APP-000396","domicile_certificate","certificate","38","female","SC","jagdalpur","510163","530266","1","1","0","0.753","1","1","1","0.3865","39","medium","missing_documents, document_quality, missing_fields","0","[""affidavit"",""birth_certificate""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":510163,""average_income_last_3_years"":530266,""date_of_birth"":""1988-02-02"",""living_in_state_years"":33}"
"APP-000401","domicile_certificate","certificate","45","male","GENERAL","bilaspur","346712","370292","1","1","0","0.562","1","0","0","0.8333","83","high","income_eligible, missing_documents, district_valid","1","[""educational_certificate"",""proof_of_5_years_residence"",""voter_id""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":346712,""average_income_last_3_years"":370292,""date_of_birth"":""1980-08-17"",""living_in_state_years"":11}"
"APP-000415","domicile_certificate","certificate","19","male","ST","raipur","250070","220955","0","0","0","0.829","1","1","1","0.1199","12","low","document_quality","1","[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":250070,""average_income_last_3_years"":220955,""date_of_birth"":""2006-11-27"",""living_in_state_years"":32}"
"APP-000416","domicile_certificate","certificate","37","female","GENERAL","raipur","824668","874790","1","1","1","0.654","1","1","1","0.5011","50","medium","missing_documents, document_quality, field_mismatch","0","[""affidavit"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":824668,""average_income_last_3_years"":874790,""date_of_birth"":""1988-07-27"",""living_in_state_years"":39}"
"APP-000421","domicile_certificate","certificate","40","male","OBC","ambikapur","577935","496787","0","1","0","0.602","1","1","1","0.2593","26","low","document_quality, missing_fields","0","[""affidavit"",""educational_certificate"",""ration_card""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":577935,""average_income_last_3_years"":496787,""date_of_birth"":""1986-01-15"",""living_in_state_years"":16}"
"APP-000423","domicile_certificate","certificate","64","female","EWS","rajnandgaon","214660","229365","1","0","1","0.828","1","0","1","0.6002","60","medium","income_eligible, missing_documents, field_mismatch","0","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":214660,""average_income_last_3_years"":229365,""date_of_birth"":""1962-01-23"",""living_in_state_years"":11}"
"APP-000438","domicile_certificate","certificate","57","male","EWS","korba","477060","502622","0","3","1","0.857","1","0","0","0.7501","75","high","income_eligible, missing_fields, district_valid","1","[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""male"",""district"":""korba"",""annual_income"":477060,""average_income_last_3_years"":502622,""date_of_birth"":""1968-12-12"",""living_in_state_years"":3}"
"APP-000444","domicile_certificate","certificate","70","female","GENERAL","durg","632788","707824","2","1","1","0.782","1","0","1","0.8563","86","high","missing_documents, income_eligible, field_mismatch","1","[""birth_certificate"",""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""durg"",""annual_income"":632788,""average_income_last_3_years"":707824,""date_of_birth"":""1955-04-17"",""living_in_state_years"":6}"
"APP-000459","domicile_certificate","certificate","65","male","EWS","ambikapur","898809","864389","1","0","0","0.601","1","0","1","0.5997","60","medium","income_eligible, missing_documents, document_quality","1","[""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":898809,""average_income_last_3_years"":864389,""date_of_birth"":""1960-03-15"",""living_in_state_years"":6}"
"APP-000462","domicile_certificate","certificate","43","female","ST","jagdalpur","524040","581134","1","0","0","0.796","1","1","1","0.3114","31","low","missing_documents, document_quality","1","[""educational_certificate"",""voter_id""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":524040,""average_income_last_3_years"":581134,""date_of_birth"":""1982-08-09"",""living_in_state_years"":26}"
