application_id,service_type,service_category,age,gender,caste,district,annual_income,average_income_last_3_years,missing_documents_count,missing_fields_count,field_mismatch_count,document_quality_score,age_eligible,income_eligible,district_valid,risk_probability,risk_score,risk_level,main_contributing_factors,rejected,uploaded_documents,application_fields
APP-000011,domicile_certificate,certificate,26,male,EWS,raigarh,82938,91886,1,0,0,0.642,1,1,1,0.3653,37,medium,"missing_documents, document_quality",0,"[""affidavit"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":82938,""average_income_last_3_years"":91886,""date_of_birth"":""1999-10-24"",""living_in_state_years"":33}"
APP-000012,sc_st_certificate,caste_certificate,72,male,SC,raipur,481071,476311,0,0,0,0.863,1,1,1,0.1079,11,low,document_quality,0,"[""affidavit"",""certificate_from_sarpanch"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":481071,""average_income_last_3_years"":476311,""date_of_birth"":""1953-08-20"",""category"":""SC/ST""}"
APP-000013,obc_certificate,caste_certificate,30,male,SC,raigarh,103045,107748,2,0,2,0.725,1,0,1,0.8962,90,high,"missing_documents, income_eligible, field_mismatch",1,"[""affidavit"",""gram_sabha_proposal"",""vanshavali""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":103045,""average_income_last_3_years"":107748,""date_of_birth"":""1995-12-20"",""category"":""OBC""}"
APP-000014,birth_certificate_correction,civil_registration,43,female,ST,raigarh,871414,885993,0,1,0,0.967,1,1,1,0.1316,13,low,"missing_fields, document_quality",0,"[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":871414,""average_income_last_3_years"":885993,""date_of_birth"":""1982-10-14"",""application_number"":""BC-328275""}"
APP-000015,land_use_information,land_record,30,male,ST,ambikapur,244851,213156,0,1,0,0.799,1,1,1,0.1903,19,low,"document_quality, missing_fields",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":244851,""average_income_last_3_years"":213156,""date_of_birth"":""1996-01-13"",""is_applicant_owner"":1}"
APP-000016,sc_st_certificate,caste_certificate,48,female,GENERAL,korba,328517,318246,1,0,0,0.554,1,0,1,0.6161,62,medium,"income_eligible, missing_documents, document_quality",1,"[""gram_sabha_proposal"",""vanshavali""]","{""gender"":""female"",""district"":""korba"",""annual_income"":328517,""average_income_last_3_years"":318246,""date_of_birth"":""1978-02-05"",""category"":""SC/ST""}"
APP-000017,domicile_certificate,certificate,65,female,EWS,raipur,348830,313013,1,1,0,0.679,1,1,1,0.4123,41,medium,"missing_documents, document_quality, missing_fields",1,"[""affidavit"",""birth_certificate""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":348830,""average_income_last_3_years"":313013,""date_of_birth"":""1960-04-07"",""living_in_state_years"":37}"
APP-000018,sc_st_certificate,caste_certificate,44,female,EWS,rajnandgaon,770892,801936,0,0,0,0.939,1,0,1,0.3014,30,low,"income_eligible, document_quality",1,"[""certificate_from_sarpanch"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":770892,""average_income_last_3_years"":801936,""date_of_birth"":""1981-11-06"",""category"":""SC/ST""}"
APP-000019,obc_certificate,caste_certificate,72,male,ST,raipur,638153,544281,0,0,0,0.8,1,0,1,0.35,35,medium,"income_eligible, document_quality",0,"[""affidavit"",""employer_income_certificate"",""gram_sabha_proposal"",""obc_certificate_of_father""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":638153,""average_income_last_3_years"":544281,""date_of_birth"":""1953-09-06"",""category"":""OBC""}"
APP-000020,obc_certificate,caste_certificate,37,male,GENERAL,raipur,298237,330858,1,0,1,0.867,1,0,1,0.5865,59,medium,"income_eligible, missing_documents, field_mismatch",1,"[""affidavit"",""educational_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":298237,""average_income_last_3_years"":330858,""date_of_birth"":""1988-12-13"",""category"":""OBC""}"
APP-000021,obc_certificate,caste_certificate,62,male,ST,raipur,370015,405595,2,0,2,0.633,1,0,1,0.9284,93,high,"missing_documents, income_eligible, field_mismatch",0,"[""affidavit"",""vanshavali""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":370015,""average_income_last_3_years"":405595,""date_of_birth"":""1963-04-12"",""category"":""OBC""}"
APP-000022,income_certificate,certificate,51,female,SC,durg,237241,242976,0,3,0,0.737,1,1,1,0.3321,33,low,"missing_fields, document_quality",1,"[""affidavit"",""land_income_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":237241,""average_income_last_3_years"":242976,""date_of_birth"":""1974-05-13""}"
APP-000023,income_certificate,certificate,73,male,OBC,ambikapur,51773,52082,0,2,1,0.958,1,1,1,0.2747,27,low,"missing_fields, field_mismatch, document_quality",0,"[""affidavit"",""income_of_family_members""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":51773,""average_income_last_3_years"":52082,""date_of_birth"":""1953-02-07""}"
APP-000024,obc_certificate,caste_certificate,59,male,ST,ambikapur,471947,499868,0,1,0,0.954,1,0,1,0.3561,36,medium,"income_eligible, missing_fields, document_quality",0,"[""affidavit"",""employer_income_certificate"",""gram_sabha_proposal"",""obc_certificate_of_father"",""vanshavali""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":471947,""average_income_last_3_years"":499868,""date_of_birth"":""1966-04-08"",""category"":""OBC""}"
APP-000025,birth_certificate_correction,civil_registration,26,male,SC,jagdalpur,586004,581290,1,0,0,0.822,1,1,0,0.4623,46,medium,"missing_documents, district_valid, document_quality",1,"[""existing_birth_certificate""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":586004,""average_income_last_3_years"":581290,""date_of_birth"":""1999-06-25"",""application_number"":""BC-796101""}"
APP-000026,obc_certificate,caste_certificate,27,male,GENERAL,rajnandgaon,527538,513997,1,1,0,0.655,1,0,1,0.6407,64,medium,"income_eligible, missing_documents, document_quality",0,"[""affidavit"",""patwari_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":527538,""average_income_last_3_years"":513997,""date_of_birth"":""1998-08-22"",""category"":""OBC""}"
APP-000027,income_certificate,certificate,76,female,GENERAL,ambikapur,189816,206980,1,0,1,0.742,1,1,1,0.4103,41,medium,"missing_documents, document_quality, field_mismatch",1,"[""affidavit""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":189816,""average_income_last_3_years"":206980,""date_of_birth"":""1949-06-07""}"
APP-000028,land_use_information,land_record,56,female,SC,jagdalpur,707193,651871,1,0,0,0.694,1,1,1,0.3471,35,low,"missing_documents, document_quality",0,"[""challan_copy"",""naksha""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":707193,""average_income_last_3_years"":651871,""date_of_birth"":""1969-11-14"",""is_applicant_owner"":1}"
APP-000029,sc_st_certificate,caste_certificate,77,female,GENERAL,raipur,485970,422152,0,2,0,0.714,1,0,1,0.5001,50,medium,"income_eligible, missing_fields, document_quality",0,"[""affidavit"",""census_register"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":485970,""average_income_last_3_years"":422152,""date_of_birth"":""1948-05-24"",""category"":""SC/ST""}"
APP-000030,domicile_certificate,certificate,80,female,SC,ambikapur,280080,261001,3,2,0,0.861,1,1,1,0.6886,69,high,"missing_documents, missing_fields, document_quality",1,"[""proof_of_5_years_residence""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":280080,""average_income_last_3_years"":261001,""date_of_birth"":""1945-09-23"",""living_in_state_years"":27}"
APP-000031,obc_certificate,caste_certificate,35,female,GENERAL,korba,534125,483126,1,0,0,0.746,1,0,1,0.5489,55,medium,"income_eligible, missing_documents, document_quality",1,"[""affidavit"",""gram_sabha_proposal"",""jamabandi"",""vanshavali""]","{""gender"":""female"",""district"":""korba"",""annual_income"":534125,""average_income_last_3_years"":483126,""date_of_birth"":""1990-11-26"",""category"":""OBC""}"
APP-000032,birth_certificate_correction,civil_registration,22,male,SC,raigarh,869182,988421,0,0,1,0.559,1,1,1,0.2943,29,low,"document_quality, field_mismatch",1,"[""existing_birth_certificate"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""raigarh"",""annual_income"":869182,""average_income_last_3_years"":988421,""date_of_birth"":""2003-12-03"",""application_number"":""BC-979995""}"
APP-000033,land_use_information,land_record,72,male,OBC,durg,803252,710363,0,3,0,0.949,1,0,1,0.4778,48,medium,"income_eligible, missing_fields, document_quality",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""durg"",""annual_income"":803252,""average_income_last_3_years"":710363,""date_of_birth"":""1953-05-22"",""is_applicant_owner"":0}"
APP-000034,domicile_certificate,certificate,31,male,EWS,raipur,781059,844906,0,0,2,0.734,1,1,1,0.3131,31,low,"field_mismatch, document_quality",0,"[""affidavit"",""educational_certificate"",""electricity_bill""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":781059,""average_income_last_3_years"":844906,""date_of_birth"":""1994-09-18"",""living_in_state_years"":36}"
APP-000035,birth_certificate_correction,civil_registration,24,female,EWS,rajnandgaon,506641,457416,0,0,0,0.905,1,1,1,0.0932,9,low,document_quality,0,"[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":506641,""average_income_last_3_years"":457416,""date_of_birth"":""2001-07-19"",""application_number"":""BC-556732""}"
APP-000036,birth_certificate_correction,civil_registration,32,female,ST,rajnandgaon,402737,345794,1,0,2,0.893,1,1,1,0.4375,44,medium,"missing_documents, field_mismatch, document_quality",0,"[""existing_birth_certificate"",""school_record""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":402737,""average_income_last_3_years"":345794,""date_of_birth"":""1993-11-26"",""application_number"":""BC-472060""}"
APP-000037,obc_certificate,caste_certificate,48,female,GENERAL,raipur,774156,768603,0,1,0,0.677,1,0,1,0.453,45,medium,"income_eligible, document_quality, missing_fields",1,"[""affidavit"",""census_register"",""employer_income_certificate"",""vanshavali""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":774156,""average_income_last_3_years"":768603,""date_of_birth"":""1978-01-26"",""category"":""OBC""}"
APP-000038,domicile_certificate,certificate,33,male,EWS,bilaspur,806321,731958,0,0,0,0.868,1,1,1,0.1062,11,low,document_quality,0,"[""affidavit"",""educational_certificate"",""land_house_document"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":806321,""average_income_last_3_years"":731958,""date_of_birth"":""1992-12-06"",""living_in_state_years"":15}"
APP-000039,income_certificate,certificate,34,male,EWS,jagdalpur,337636,291600,0,2,0,0.956,1,0,1,0.4154,42,medium,"income_eligible, missing_fields, document_quality",0,"[""affidavit"",""certificate_from_patwari""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":337636,""average_income_last_3_years"":291600,""date_of_birth"":""1991-03-23""}"
APP-000040,domicile_certificate,certificate,24,female,SC,durg,314742,356388,1,0,0,0.582,1,1,1,0.3863,39,medium,"missing_documents, document_quality",0,"[""educational_certificate"",""land_house_document""]","{""gender"":""female"",""district"":""durg"",""annual_income"":314742,""average_income_last_3_years"":356388,""date_of_birth"":""2001-08-21"",""living_in_state_years"":33}"
APP-000041,land_use_information,land_record,75,female,GENERAL,rajnandgaon,698458,640979,1,3,0,0.681,1,1,1,0.5316,53,medium,"missing_documents, missing_fields, document_quality",0,"[""khasra"",""naksha""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":698458,""average_income_last_3_years"":640979,""date_of_birth"":""1950-10-13"",""is_applicant_owner"":1}"
APP-000042,domicile_certificate,certificate,48,male,SC,ambikapur,232256,235878,0,0,0,0.752,1,1,1,0.1468,15,low,document_quality,0,"[""affidavit"",""educational_certificate"",""electricity_bill"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":232256,""average_income_last_3_years"":235878,""date_of_birth"":""1977-07-27"",""living_in_state_years"":40}"
APP-000043,domicile_certificate,certificate,72,male,OBC,bilaspur,170351,172628,1,0,0,0.621,1,0,1,0.5926,59,medium,"income_eligible, missing_documents, document_quality",1,"[""affidavit"",""proof_of_5_years_residence"",""ration_card""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":170351,""average_income_last_3_years"":172628,""date_of_birth"":""1954-02-06"",""living_in_state_years"":5}"
APP-000044,land_use_information,land_record,56,male,GENERAL,korba,509023,444953,2,1,0,0.561,1,1,1,0.6337,63,medium,"missing_documents, document_quality, missing_fields",0,"[""khasra""]","{""gender"":""male"",""district"":""korba"",""annual_income"":509023,""average_income_last_3_years"":444953,""date_of_birth"":""1969-05-09"",""is_applicant_owner"":1}"
APP-000045,land_use_information,land_record,27,female,EWS,rajnandgaon,850177,915539,1,0,0,0.979,1,1,1,0.2473,25,low,"missing_documents, document_quality",1,"[""khasra"",""naksha""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":850177,""average_income_last_3_years"":915539,""date_of_birth"":""1998-10-23"",""is_applicant_owner"":1}"
APP-000046,domicile_certificate,certificate,60,female,GENERAL,raipur,481641,509625,1,0,1,0.685,1,0,1,0.6502,65,high,"income_eligible, missing_documents, document_quality",1,"[""affidavit"",""land_house_document""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":481641,""average_income_last_3_years"":509625,""date_of_birth"":""1965-07-25"",""living_in_state_years"":7}"
APP-000047,land_use_information,land_record,48,female,SC,raigarh,702878,756952,0,3,0,0.949,1,1,1,0.2579,26,low,"missing_fields, document_quality",1,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":702878,""average_income_last_3_years"":756952,""date_of_birth"":""1977-10-29"",""is_applicant_owner"":1}"
APP-000048,land_use_information,land_record,25,male,SC,rajnandgaon,629077,611712,0,2,2,0.764,1,1,1,0.4226,42,medium,"field_mismatch, missing_fields, document_quality",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":629077,""average_income_last_3_years"":611712,""date_of_birth"":""2001-01-13"",""is_applicant_owner"":1}"
APP-000049,obc_certificate,caste_certificate,42,male,SC,jagdalpur,678492,680169,1,1,1,0.696,1,0,1,0.7064,71,high,"income_eligible, missing_documents, document_quality",1,"[""patwari_certificate"",""school_transfer_certificate""]","{""gender"":""male"",""district"":""jagdalpur"",""annual_income"":678492,""average_income_last_3_years"":680169,""date_of_birth"":""1983-08-15"",""category"":""OBC""}"
APP-000050,sc_st_certificate,caste_certificate,66,male,ST,ambikapur,527463,595957,0,0,1,0.918,1,1,1,0.1687,17,low,"field_mismatch, document_quality",0,"[""census_register""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":527463,""average_income_last_3_years"":595957,""date_of_birth"":""1959-11-16"",""category"":""SC/ST""}"
APP-000051,obc_certificate,caste_certificate,22,female,SC,rajnandgaon,182378,182503,1,1,0,0.776,1,0,1,0.5984,60,medium,"income_eligible, missing_documents, document_quality",1,"[""affidavit"",""form16"",""gram_sabha_proposal""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":182378,""average_income_last_3_years"":182503,""date_of_birth"":""2004-01-23"",""category"":""OBC""}"
APP-000052,income_certificate,certificate,60,female,OBC,rajnandgaon,757115,838734,1,2,2,0.565,1,0,1,0.8922,89,high,"income_eligible, missing_documents, field_mismatch",1,"[""affidavit""]","{""gender"":""female"",""district"":""rajnandgaon"",""annual_income"":757115,""average_income_last_3_years"":838734,""date_of_birth"":""1965-06-10""}"
APP-000053,income_certificate,certificate,30,female,SC,raipur,515230,463660,0,0,0,0.892,1,0,1,0.3178,32,low,"income_eligible, document_quality",1,"[""affidavit"",""certificate_from_sarpanch""]","{""gender"":""female"",""district"":""raipur"",""annual_income"":515230,""average_income_last_3_years"":463660,""date_of_birth"":""1995-09-30""}"
APP-000054,domicile_certificate,certificate,28,male,GENERAL,bilaspur,689098,765761,1,0,0,0.824,1,1,1,0.3016,30,low,"missing_documents, document_quality",0,"[""affidavit"",""educational_certificate"",""proof_of_5_years_residence""]","{""gender"":""male"",""district"":""bilaspur"",""annual_income"":689098,""average_income_last_3_years"":765761,""date_of_birth"":""1997-11-16"",""living_in_state_years"":31}"
APP-000055,land_use_information,land_record,44,female,GENERAL,jagdalpur,719975,819769,0,0,1,0.917,1,1,0,0.3291,33,low,"district_valid, field_mismatch, document_quality",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":719975,""average_income_last_3_years"":819769,""date_of_birth"":""1981-12-03"",""is_applicant_owner"":1}"
APP-000056,obc_certificate,caste_certificate,53,male,EWS,rajnandgaon,58491,59647,0,1,1,0.884,1,1,1,0.2406,24,low,"field_mismatch, missing_fields, document_quality",1,"[""affidavit"",""census_register"",""sarpanch_certificate"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":58491,""average_income_last_3_years"":59647,""date_of_birth"":""1972-10-19"",""category"":""OBC""}"
APP-000057,birth_certificate_correction,civil_registration,40,female,SC,korba,91337,86101,0,2,0,0.941,1,1,1,0.2006,20,low,"missing_fields, document_quality",0,"[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""korba"",""annual_income"":91337,""average_income_last_3_years"":86101,""date_of_birth"":""1986-01-06"",""application_number"":""BC-194511""}"
APP-000058,domicile_certificate,certificate,50,female,OBC,durg,555254,633109,3,3,1,0.611,1,0,1,0.98,98,high,"missing_documents, income_eligible, missing_fields",1,[],"{""gender"":""female"",""district"":""durg"",""annual_income"":555254,""average_income_last_3_years"":633109,""date_of_birth"":""1975-07-19"",""living_in_state_years"":6}"
APP-000059,income_certificate,certificate,51,female,OBC,ambikapur,612636,543455,0,1,2,0.954,1,0,1,0.5161,52,medium,"income_eligible, field_mismatch, missing_fields",0,"[""affidavit"",""certificate_from_patwari""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":612636,""average_income_last_3_years"":543455,""date_of_birth"":""1974-04-22""}"
APP-000060,birth_certificate_correction,civil_registration,22,female,GENERAL,durg,716269,785859,0,0,0,0.957,1,1,1,0.0751,8,low,document_quality,0,"[""existing_birth_certificate"",""hospital_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""durg"",""annual_income"":716269,""average_income_last_3_years"":785859,""date_of_birth"":""2004-01-03"",""application_number"":""BC-147549""}"
APP-000061,land_use_information,land_record,51,male,GENERAL,durg,665870,714265,0,0,0,0.954,1,1,1,0.0761,8,low,document_quality,0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""durg"",""annual_income"":665870,""average_income_last_3_years"":714265,""date_of_birth"":""1974-07-07"",""is_applicant_owner"":1}"
APP-000062,sc_st_certificate,caste_certificate,63,male,SC,rajnandgaon,113491,110022,0,1,0,0.835,1,1,1,0.1778,18,low,"missing_fields, document_quality",0,"[""affidavit"",""caste_certificate_other_state"",""vanshavali""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":113491,""average_income_last_3_years"":110022,""date_of_birth"":""1963-01-27"",""category"":""SC/ST""}"
APP-000063,land_use_information,land_record,38,male,EWS,raipur,294316,279178,0,2,0,0.975,1,1,1,0.1888,19,low,"missing_fields, document_quality",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""raipur"",""annual_income"":294316,""average_income_last_3_years"":279178,""date_of_birth"":""1987-10-25"",""is_applicant_owner"":1}"
APP-000064,land_use_information,land_record,45,male,ST,ambikapur,66547,60043,0,0,0,0.871,1,0,1,0.3251,33,low,"income_eligible, document_quality",1,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":66547,""average_income_last_3_years"":60043,""date_of_birth"":""1980-06-18"",""is_applicant_owner"":0}"
APP-000065,birth_certificate_correction,civil_registration,36,male,SC,rajnandgaon,366282,361671,1,1,0,0.845,1,1,1,0.3543,35,medium,"missing_documents, missing_fields, document_quality",0,"[""existing_birth_certificate"",""hospital_record"",""school_record""]","{""gender"":""male"",""district"":""rajnandgaon"",""annual_income"":366282,""average_income_last_3_years"":361671,""date_of_birth"":""1989-08-21"",""application_number"":""BC-546980""}"
APP-000066,land_use_information,land_record,70,female,GENERAL,ambikapur,390981,377011,0,0,0,0.917,1,0,1,0.309,31,low,"income_eligible, document_quality",0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""female"",""district"":""ambikapur"",""annual_income"":390981,""average_income_last_3_years"":377011,""date_of_birth"":""1956-01-24"",""is_applicant_owner"":0}"
APP-000067,obc_certificate,caste_certificate,69,female,GENERAL,korba,486196,519687,2,0,1,0.66,1,0,1,0.839,84,high,"missing_documents, income_eligible, document_quality",1,"[""gram_sabha_proposal"",""obc_certificate_of_father""]","{""gender"":""female"",""district"":""korba"",""annual_income"":486196,""average_income_last_3_years"":519687,""date_of_birth"":""1956-04-08"",""category"":""OBC""}"
APP-000068,land_use_information,land_record,60,male,GENERAL,korba,638967,606311,1,0,0,0.923,1,1,1,0.2669,27,low,"missing_documents, document_quality",0,"[""challan_copy"",""khasra""]","{""gender"":""male"",""district"":""korba"",""annual_income"":638967,""average_income_last_3_years"":606311,""date_of_birth"":""1965-04-08"",""is_applicant_owner"":1}"
APP-000069,domicile_certificate,certificate,31,female,SC,jagdalpur,417121,460339,1,1,0,0.897,1,1,1,0.336,34,low,"missing_documents, missing_fields, document_quality",0,"[""affidavit"",""land_house_document""]","{""gender"":""female"",""district"":""jagdalpur"",""annual_income"":417121,""average_income_last_3_years"":460339,""date_of_birth"":""1994-05-25"",""living_in_state_years"":16}"
APP-000070,income_certificate,certificate,41,female,OBC,korba,336544,357009,1,0,1,0.628,1,0,1,0.6702,67,high,"income_eligible, missing_documents, document_quality",1,"[""affidavit""]","{""gender"":""female"",""district"":""korba"",""annual_income"":336544,""average_income_last_3_years"":357009,""date_of_birth"":""1985-03-11""}"
APP-000071,land_use_information,land_record,38,female,ST,korba,444468,433778,0,0,0,0.884,1,1,1,0.1006,10,low,document_quality,0,"[""challan_copy"",""khasra"",""naksha""]","{""gender"":""female"",""district"":""korba"",""annual_income"":444468,""average_income_last_3_years"":433778,""date_of_birth"":""1987-10-07"",""is_applicant_owner"":1}"
APP-000072,birth_certificate_correction,civil_registration,33,female,OBC,raigarh,559253,577217,0,0,0,0.698,1,1,1,0.1657,17,low,document_quality,1,"[""existing_birth_certificate"",""school_record"",""supporting_correction_proof""]","{""gender"":""female"",""district"":""raigarh"",""annual_income"":559253,""average_income_last_3_years"":577217,""date_of_birth"":""1992-06-25"",""application_number"":""BC-219346""}"
APP-000073,domicile_certificate,certificate,56,female,OBC,korba,271494,293269,0,2,1,0.764,1,0,1,0.5626,56,medium,"income_eligible, missing_fields, document_quality",0,"[""affidavit"",""educational_certificate"",""proof_of_5_years_residence"",""voter_id""]","{""gender"":""female"",""district"":""korba"",""annual_income"":271494,""average_income_last_3_years"":293269,""date_of_birth"":""1970-01-12"",""living_in_state_years"":2}"
APP-000074,income_certificate,certificate,73,male,OBC,ambikapur,69651,68810,0,0,0,0.724,1,1,1,0.1566,16,low,document_quality,0,"[""affidavit"",""form16""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":69651,""average_income_last_3_years"":68810,""date_of_birth"":""1952-05-25""}"
APP-000075,birth_certificate_correction,civil_registration,31,male,ST,ambikapur,142410,139706,0,0,0,0.775,1,1,1,0.1387,14,low,document_quality,0,"[""existing_birth_certificate"",""hospital_record"",""school_record"",""supporting_correction_proof""]","{""gender"":""male"",""district"":""ambikapur"",""annual_income"":142410,""average_income_last_3_years"":139706,""date_of_birth"":""1994-05-17"",""application_number"":""BC-519902""}"
